,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
60894,4000,4000.0,8.9,36.0,credit_card,24.11,FL,RENT,4583.33,705.0,17.0,11351.0,0.0,1.0
59206,10000,10000.0,17.27,36.0,credit_card,21.84,MI,MORTGAGE,2916.67,665.0,18.0,21245.0,0.0,10.0
24426,6400,6400.0,15.99,60.0,debt_consolidation,24.43,NY,RENT,3500.0,690.0,9.0,973.0,0.0,4.0
91173,4325,4325.0,10.16,36.0,debt_consolidation,1.79,GA,MORTGAGE,11000.0,715.0,9.0,75.0,3.0,
56404,12000,12000.0,13.11,36.0,debt_consolidation,17.04,WA,MORTGAGE,4583.33,695.0,9.0,41871.0,0.0,3.0
75634,10000,10000.0,15.31,36.0,debt_consolidation,10.4,CA,RENT,9000.0,665.0,12.0,5141.0,0.0,10.0
93296,12000,12000.0,10.16,36.0,home_improvement,8.05,MA,MORTGAGE,6250.0,720.0,9.0,11626.0,0.0,0.0
69885,6000,6000.0,12.12,36.0,debt_consolidation,4.94,WI,MORTGAGE,4333.33,690.0,12.0,9656.0,2.0,5.0
31787,2200,2200.0,13.49,36.0,debt_consolidation,3.27,WA,OWN,6666.67,700.0,2.0,10142.0,0.0,5.0
38073,5000,5000.0,14.27,36.0,debt_consolidation,17.0,FL,OWN,5000.0,670.0,9.0,14748.0,3.0,1.0
25600,12000,12000.0,19.69,60.0,debt_consolidation,16.23,NV,RENT,3376.0,665.0,12.0,8437.0,1.0,4.0
36576,3000,3000.0,7.9,36.0,credit_card,22.03,PA,MORTGAGE,5583.33,705.0,15.0,12968.0,0.0,3.0
81991,30000,30000.0,21.49,60.0,debt_consolidation,16.89,NY,MORTGAGE,13999.17,700.0,14.0,61579.0,0.0,10.0
73434,10800,10800.0,12.12,36.0,debt_consolidation,26.7,NJ,RENT,5833.33,695.0,6.0,27585.0,0.0,5.0
50956,10500,10500.0,18.25,36.0,debt_consolidation,11.52,GA,MORTGAGE,8750.0,660.0,15.0,9984.0,3.0,8.0
45189,10000,10000.0,6.62,36.0,debt_consolidation,5.49,CA,MORTGAGE,10833.33,755.0,5.0,40827.0,0.0,7.0
80144,24000,23950.0,12.12,36.0,debt_consolidation,26.68,TX,MORTGAGE,5791.67,715.0,13.0,34104.0,0.0,10.0
77251,16000,16000.0,14.09,36.0,debt_consolidation,2.85,CA,MORTGAGE,3333.33,690.0,6.0,3909.0,0.0,7.0
49782,15000,15000.0,13.99,36.0,debt_consolidation,12.6,MI,MORTGAGE,3500.0,705.0,7.0,13036.0,1.0,10.0
101411,9500,9500.0,21.98,36.0,other,16.01,PA,RENT,4500.0,660.0,7.0,3673.0,1.0,3.0
81782,35000,35000.0,19.05,36.0,debt_consolidation,15.75,FL,MORTGAGE,18750.0,690.0,21.0,73813.0,1.0,4.0
71268,5000,5000.0,7.9,36.0,debt_consolidation,21.82,TX,MORTGAGE,4166.67,725.0,8.0,15502.0,1.0,
38833,15000,15000.0,11.71,36.0,debt_consolidation,11.7,FL,RENT,6250.0,700.0,6.0,6622.0,0.0,6.0
69249,5000,5000.0,15.31,36.0,debt_consolidation,17.37,GA,RENT,1750.0,675.0,3.0,10361.0,0.0,0.0
5299,19000,18975.0,11.14,36.0,debt_consolidation,19.83,CA,RENT,4548.83,775.0,12.0,33809.0,1.0,5.0
61835,11625,11625.0,15.8,36.0,debt_consolidation,31.12,OK,RENT,2860.0,680.0,14.0,8374.0,2.0,7.0
64769,25000,25000.0,7.62,36.0,wedding,13.45,NY,RENT,6750.0,750.0,16.0,17193.0,0.0,5.0
35250,8000,8000.0,12.69,36.0,debt_consolidation,7.67,AL,OWN,7916.67,685.0,4.0,1442.0,0.0,6.0
7007,9800,9675.0,8.59,36.0,major_purchase,14.99,HI,MORTGAGE,3583.33,760.0,12.0,5164.0,0.0,3.0
2577,6000,5975.0,8.0,36.0,wedding,1.06,NY,RENT,5000.0,765.0,6.0,7161.0,0.0,3.0
37863,10200,10200.0,12.42,36.0,debt_consolidation,17.86,CO,MORTGAGE,5833.33,705.0,9.0,9817.0,2.0,4.0
34551,10500,10500.0,6.62,36.0,medical,16.26,OK,MORTGAGE,4853.33,760.0,9.0,2816.0,1.0,3.0
38905,5000,5000.0,7.9,36.0,small_business,7.75,IL,MORTGAGE,5500.0,725.0,11.0,16396.0,3.0,0.0
53762,17500,17500.0,7.9,36.0,small_business,7.97,CA,RENT,5416.67,810.0,4.0,17.0,0.0,0.0
32323,4000,4000.0,19.03,36.0,other,10.56,CA,RENT,1600.0,685.0,2.0,299.0,0.0,6.0
49042,22000,22000.0,12.12,36.0,debt_consolidation,16.93,NY,RENT,3916.67,715.0,4.0,22142.0,0.0,1.0
16346,5000,4900.0,5.79,36.0,other,9.18,NY,RENT,5520.0,750.0,10.0,7351.0,0.0,7.0
100424,8000,8000.0,16.29,36.0,credit_card,29.19,IL,MORTGAGE,6916.67,685.0,14.0,21498.0,2.0,4.0
75831,19125,19125.0,18.49,60.0,other,29.1,GA,RENT,4166.67,700.0,14.0,28108.0,3.0,6.0
67863,16000,16000.0,12.12,36.0,debt_consolidation,18.23,NY,RENT,4166.67,700.0,14.0,16309.0,0.0,1.0
103546,4500,4500.0,14.59,36.0,vacation,17.35,NY,OWN,6000.0,660.0,18.0,5197.0,4.0,2.0
50874,5800,5800.0,22.45,60.0,other,11.86,CA,RENT,1416.67,665.0,3.0,6077.0,2.0,6.0
101548,10000,525.0,14.7,36.0,credit_card,6.37,FL,RENT,5416.67,645.0,4.0,2211.0,6.0,0.0
80841,16750,16750.0,18.75,36.0,debt_consolidation,8.84,FL,MORTGAGE,5666.67,680.0,8.0,13567.0,1.0,4.0
65855,3600,3600.0,12.12,36.0,debt_consolidation,27.16,CA,OWN,3333.33,695.0,15.0,12153.0,1.0,10.0
26919,10000,10000.0,15.62,36.0,debt_consolidation,12.19,NY,RENT,7500.0,670.0,12.0,17133.0,1.0,10.0
31098,6000,6000.0,5.42,36.0,vacation,1.51,MD,OWN,4250.0,800.0,14.0,1838.0,0.0,10.0
68962,10000,10000.0,7.62,36.0,medical,13.26,MN,MORTGAGE,7416.67,735.0,12.0,16297.0,2.0,10.0
61493,10000,10000.0,17.77,36.0,credit_card,5.8,CO,RENT,7166.67,685.0,3.0,15279.0,1.0,10.0
28574,5000,5000.0,7.49,36.0,home_improvement,16.45,VA,MORTGAGE,18750.0,745.0,10.0,129071.0,0.0,10.0
69724,35000,34950.0,23.76,60.0,debt_consolidation,24.22,NY,RENT,7331.25,665.0,16.0,28687.0,2.0,4.0
33068,7000,7000.0,7.9,36.0,wedding,20.72,CT,RENT,6000.0,715.0,9.0,6659.0,0.0,0.0
1342,3000,1647.62,10.2,36.0,major_purchase,0.33,CT,RENT,4583.33,800.0,3.0,37.0,0.0,0.0
31200,28000,28000.0,15.62,36.0,debt_consolidation,5.7,GA,MORTGAGE,6250.0,695.0,6.0,11923.0,1.0,3.0
10264,15200,6800.0,15.58,60.0,home_improvement,19.22,DC,MORTGAGE,12083.33,690.0,20.0,19712.0,2.0,2.0
49920,15775,15775.0,14.65,36.0,other,3.37,NY,RENT,4000.0,710.0,11.0,4058.0,1.0,10.0
30441,30000,22425.0,10.59,36.0,home_improvement,8.15,MN,MORTGAGE,22916.67,765.0,13.0,1945.0,0.0,4.0
33148,3000,3000.0,9.91,36.0,wedding,4.75,IL,OWN,4166.67,710.0,9.0,7321.0,3.0,6.0
79022,15350,15350.0,18.49,36.0,debt_consolidation,15.09,GA,MORTGAGE,4400.0,670.0,7.0,12823.0,0.0,10.0
45222,26500,26500.0,9.76,60.0,small_business,17.19,NY,MORTGAGE,5416.67,785.0,13.0,9966.0,0.0,10.0
22768,6400,6400.0,6.0,60.0,home_improvement,3.09,FL,MORTGAGE,6250.0,695.0,5.0,241.0,0.0,3.0
96412,13200,13200.0,14.33,36.0,debt_consolidation,28.75,CA,RENT,3833.33,695.0,9.0,8568.0,1.0,10.0
29340,12000,12000.0,11.49,36.0,debt_consolidation,17.73,CA,MORTGAGE,7300.0,705.0,9.0,38342.0,0.0,4.0
73863,4000,4000.0,6.03,36.0,car,33.67,GA,MORTGAGE,7917.0,800.0,19.0,55123.0,1.0,10.0
32269,2500,2500.0,6.62,36.0,home_improvement,10.96,MD,MORTGAGE,6166.67,730.0,14.0,24495.0,0.0,10.0
45097,28000,27925.0,18.55,36.0,debt_consolidation,8.99,LA,MORTGAGE,6666.67,700.0,6.0,14189.0,2.0,
62353,9000,8975.0,8.9,36.0,debt_consolidation,7.33,CA,RENT,12500.0,730.0,4.0,12964.0,0.0,5.0
53042,6600,6600.0,6.03,36.0,home_improvement,16.69,NC,MORTGAGE,6250.0,750.0,14.0,17258.0,0.0,10.0
92363,27050,27050.0,17.27,60.0,credit_card,27.59,WA,MORTGAGE,5025.0,705.0,13.0,40037.0,1.0,10.0
27374,4800,4800.0,15.99,36.0,major_purchase,0.0,IL,RENT,4583.33,675.0,2.0,0.0,0.0,6.0
67953,7550,7550.0,10.16,36.0,debt_consolidation,3.83,CA,MORTGAGE,8333.33,710.0,10.0,10204.0,0.0,2.0
5880,10000,10000.0,7.74,36.0,debt_consolidation,0.17,OR,MORTGAGE,7083.33,775.0,9.0,2994.0,0.0,10.0
3031,12500,12275.0,11.26,36.0,credit_card,12.21,TX,RENT,4333.33,730.0,6.0,12568.0,2.0,8.0
92244,27575,27575.0,19.05,36.0,debt_consolidation,19.3,WI,RENT,5166.67,660.0,6.0,14935.0,1.0,10.0
61500,20000,20000.0,13.11,36.0,debt_consolidation,3.94,IL,MORTGAGE,7238.92,720.0,6.0,11751.0,3.0,10.0
7002,15000,14900.0,14.61,36.0,major_purchase,9.17,TX,RENT,3000.0,730.0,8.0,0.0,2.0,0.0
53002,18000,18000.0,8.9,36.0,home_improvement,12.79,NV,MORTGAGE,10500.0,730.0,15.0,4856.0,2.0,0.0
32737,5400,5375.0,8.9,36.0,small_business,6.27,OH,RENT,3000.0,785.0,2.0,90.0,2.0,
47286,23000,22950.0,15.81,36.0,credit_card,16.02,CA,RENT,7083.33,695.0,8.0,9664.0,2.0,4.0
16577,8000,7950.0,5.79,36.0,home_improvement,19.65,FL,OWN,5833.33,770.0,8.0,0.0,0.0,3.0
35530,3000,2950.0,12.69,36.0,debt_consolidation,4.25,SC,OWN,1200.0,705.0,4.0,1643.0,0.0,0.0
23575,7200,7200.0,6.92,36.0,credit_card,11.72,RI,MORTGAGE,7083.33,780.0,6.0,15933.0,1.0,3.0
99508,15350,15350.0,15.8,36.0,credit_card,7.41,CO,MORTGAGE,5666.67,670.0,6.0,8128.0,0.0,1.0
72670,6000,6000.0,12.12,36.0,wedding,21.21,GA,RENT,3333.33,685.0,8.0,4638.0,0.0,2.0
2882,15000,8081.65,13.16,36.0,debt_consolidation,13.16,GA,MORTGAGE,2583.33,755.0,3.0,4923.0,2.0,9.0
20093,5000,5000.0,12.68,60.0,moving,12.59,NY,RENT,4416.67,690.0,13.0,7686.0,0.0,0.0
9020,2575,2575.0,6.76,36.0,educational,4.8,MA,RENT,6875.0,760.0,6.0,4678.0,2.0,3.0
52639,1800,1800.0,13.67,36.0,vacation,24.21,NY,RENT,4250.0,670.0,11.0,5757.0,0.0,5.0
76348,10000,10000.0,14.09,36.0,other,26.44,WA,MORTGAGE,5416.67,700.0,6.0,18652.0,1.0,6.0
57727,7750,7750.0,10.74,36.0,debt_consolidation,6.51,UT,MORTGAGE,2916.67,705.0,5.0,6889.0,0.0,6.0
91915,12000,12000.0,16.29,36.0,debt_consolidation,28.76,CT,RENT,5666.67,660.0,21.0,16822.0,2.0,3.0
97696,10000,10000.0,6.03,36.0,debt_consolidation,16.0,KY,MORTGAGE,8333.33,780.0,11.0,14832.0,0.0,10.0
51525,4950,4950.0,13.67,36.0,debt_consolidation,14.11,CA,MORTGAGE,4166.67,665.0,15.0,8379.0,0.0,5.0
41626,8400,8350.0,6.03,36.0,medical,15.34,WA,MORTGAGE,3200.0,760.0,6.0,10576.0,0.0,
71634,3500,3500.0,12.12,36.0,other,17.82,CA,MORTGAGE,5416.67,695.0,15.0,4067.0,3.0,0.0
51795,12000,12000.0,16.29,36.0,credit_card,18.37,TX,MORTGAGE,7083.33,665.0,16.0,16993.0,2.0,7.0
73201,18000,18000.0,22.47,60.0,credit_card,17.17,OH,MORTGAGE,5562.92,660.0,13.0,14866.0,3.0,7.0
31566,14675,14650.0,12.99,60.0,debt_consolidation,29.18,FL,RENT,3167.0,725.0,7.0,21088.0,1.0,6.0
90826,13000,13000.0,14.09,36.0,credit_card,16.09,CT,RENT,3250.0,675.0,6.0,6930.0,0.0,2.0
64262,15000,15000.0,13.11,36.0,debt_consolidation,33.12,NY,RENT,4166.67,695.0,10.0,13198.0,0.0,9.0
2749,8250,8205.63,9.32,36.0,credit_card,24.45,OH,MORTGAGE,3300.0,755.0,17.0,29576.0,2.0,8.0
73233,6900,6900.0,14.09,36.0,credit_card,17.78,AR,OWN,4166.67,685.0,9.0,9720.0,1.0,10.0
88842,35000,35000.0,20.49,60.0,debt_consolidation,12.54,PA,MORTGAGE,10416.67,685.0,14.0,26487.0,4.0,2.0
8773,25000,23995.24,10.62,36.0,debt_consolidation,12.21,VA,RENT,11166.67,750.0,6.0,28556.0,0.0,7.0
94795,9600,9600.0,11.14,36.0,debt_consolidation,20.58,NV,MORTGAGE,3833.33,705.0,9.0,44403.0,1.0,5.0
71783,9000,8975.0,6.62,36.0,debt_consolidation,17.11,NY,MORTGAGE,6750.0,755.0,7.0,12553.0,2.0,7.0
65113,6500,6500.0,8.9,36.0,credit_card,31.45,CO,MORTGAGE,6000.0,740.0,14.0,61865.0,2.0,0.0
5189,1750,1750.0,11.14,36.0,credit_card,8.02,CA,RENT,1833.33,720.0,4.0,1838.0,0.0,2.0
20592,5000,5000.0,5.42,36.0,wedding,23.15,OH,RENT,2833.33,750.0,7.0,4573.0,0.0,3.0
71038,6000,6000.0,15.8,36.0,debt_consolidation,16.4,GA,RENT,2500.0,670.0,5.0,5892.0,1.0,4.0
72764,25000,25000.0,14.09,36.0,debt_consolidation,19.13,CA,RENT,6083.33,700.0,19.0,14666.0,0.0,10.0
77043,13000,13000.0,14.33,36.0,debt_consolidation,11.08,MN,MORTGAGE,3358.33,690.0,7.0,6327.0,1.0,10.0
51326,5875,5875.0,7.9,36.0,other,14.75,NV,RENT,5416.67,720.0,15.0,2617.0,2.0,4.0
57788,5000,5000.0,16.29,36.0,debt_consolidation,20.77,VA,RENT,4583.33,660.0,19.0,11991.0,1.0,6.0
13386,16000,7925.0,16.45,60.0,debt_consolidation,16.66,MO,MORTGAGE,5500.0,680.0,6.0,6842.0,0.0,9.0
17877,12000,12000.0,9.62,60.0,small_business,14.12,GA,MORTGAGE,6666.67,730.0,10.0,6969.0,1.0,4.0
88396,35000,35000.0,12.12,36.0,debt_consolidation,19.9,FL,MORTGAGE,13933.33,720.0,18.0,24288.0,0.0,1.0
19466,4800,4775.0,5.79,36.0,car,11.71,NJ,RENT,2800.0,735.0,6.0,9228.0,0.0,3.0
19859,6500,6500.0,11.11,36.0,credit_card,13.98,WY,MORTGAGE,2253.0,680.0,11.0,7558.0,1.0,2.0
19297,25000,25000.0,13.06,36.0,other,4.14,MI,MORTGAGE,11500.0,735.0,4.0,6578.0,0.0,0.0
82626,1000,1000.0,7.62,36.0,debt_consolidation,5.59,MD,MORTGAGE,9333.33,785.0,6.0,350.0,4.0,2.0
8078,16000,16000.0,13.48,36.0,debt_consolidation,15.17,KY,MORTGAGE,4166.67,700.0,6.0,1962.0,1.0,2.0
102374,7675,2275.0,15.13,36.0,other,18.08,TX,MORTGAGE,11666.67,645.0,13.0,12578.0,0.0,9.0
78732,13600,13600.0,8.9,36.0,debt_consolidation,10.94,WA,RENT,10000.0,720.0,15.0,18028.0,0.0,10.0
71751,12000,12000.0,15.31,36.0,debt_consolidation,32.91,CA,RENT,5500.0,680.0,21.0,13559.0,1.0,3.0
20020,15000,15000.0,10.37,36.0,house,26.72,AL,MORTGAGE,5250.0,750.0,11.0,44850.0,1.0,10.0
89844,7125,7125.0,18.49,36.0,debt_consolidation,11.18,CT,MORTGAGE,5636.75,675.0,14.0,5383.0,2.0,8.0
35991,35000,34977.35,21.67,60.0,house,14.25,CA,RENT,20833.33,675.0,12.0,79792.0,0.0,6.0
92975,11575,11575.0,13.11,60.0,debt_consolidation,18.37,NY,MORTGAGE,3750.0,725.0,12.0,18790.0,1.0,10.0
5274,5000,5000.0,7.4,36.0,major_purchase,14.22,GA,RENT,6000.0,780.0,7.0,1751.0,0.0,6.0
48009,5000,5000.0,7.62,36.0,debt_consolidation,3.04,NY,OWN,2500.0,735.0,5.0,4864.0,0.0,3.0
1046,5000,527.49,13.24,36.0,debt_consolidation,13.28,NJ,RENT,4833.0,660.0,10.0,9816.0,0.0,4.0
35719,7000,7000.0,7.9,36.0,debt_consolidation,12.61,VA,MORTGAGE,6250.0,720.0,13.0,19848.0,0.0,10.0
102294,20000,16755.89,14.5,36.0,debt_consolidation,25.4,MN,MORTGAGE,6916.67,715.0,10.0,26938.0,0.0,10.0
22561,7000,7000.0,6.92,36.0,debt_consolidation,17.15,CA,RENT,4583.33,735.0,13.0,6897.0,0.0,5.0
7816,20000,19900.0,10.25,36.0,debt_consolidation,17.51,DE,MORTGAGE,7833.33,760.0,14.0,49898.0,0.0,5.0
47745,6000,6000.0,7.9,36.0,major_purchase,20.13,PA,MORTGAGE,7750.0,725.0,16.0,7533.0,1.0,8.0
21458,14000,14000.0,7.66,36.0,major_purchase,10.68,FL,MORTGAGE,21666.67,735.0,14.0,13850.0,3.0,1.0
62166,30000,30000.0,19.05,36.0,debt_consolidation,14.77,CO,MORTGAGE,9166.67,685.0,20.0,22299.0,1.0,0.0
42655,18225,18200.0,17.58,36.0,debt_consolidation,24.64,TX,MORTGAGE,5000.0,660.0,12.0,16398.0,2.0,7.0
19255,12000,12000.0,7.29,36.0,other,16.15,VA,MORTGAGE,11667.0,720.0,9.0,113671.0,0.0,4.0
51684,10000,10000.0,12.12,36.0,debt_consolidation,12.99,CA,MORTGAGE,5833.33,690.0,8.0,13885.0,0.0,6.0
22667,16300,16275.0,14.91,36.0,credit_card,24.17,FL,MORTGAGE,5222.0,675.0,11.0,40988.0,1.0,10.0
587,11000,2116.76,13.87,36.0,debt_consolidation,20.93,NY,OWN,4167.0,670.0,14.0,17436.0,0.0,2.0
13863,25000,20850.0,15.58,60.0,small_business,0.6,CA,MORTGAGE,5666.67,785.0,2.0,0.0,4.0,10.0
89627,24000,24000.0,12.12,36.0,debt_consolidation,29.01,MD,MORTGAGE,7500.0,670.0,12.0,14804.0,1.0,0.0
32044,6000,6000.0,7.49,36.0,major_purchase,8.81,NY,OWN,2462.75,715.0,11.0,8644.0,0.0,2.0
25141,10000,9975.0,11.49,60.0,debt_consolidation,22.69,NV,MORTGAGE,5623.33,765.0,11.0,26898.0,1.0,10.0
65250,2000,2000.0,8.9,36.0,car,23.7,MI,OWN,3000.0,730.0,5.0,2117.0,1.0,10.0
87148,6625,6600.0,11.14,36.0,credit_card,10.12,PA,OWN,1916.67,690.0,10.0,5449.0,0.0,
102167,20000,6350.01,16.71,36.0,debt_consolidation,20.83,NY,RENT,5333.33,660.0,11.0,11881.0,4.0,1.0
3630,12000,11925.0,9.63,36.0,other,9.12,WA,MORTGAGE,6250.0,745.0,8.0,5212.0,2.0,1.0
20690,4200,4200.0,7.29,36.0,debt_consolidation,6.58,IL,RENT,5133.33,765.0,4.0,5475.0,1.0,4.0
103394,6950,6875.0,13.11,36.0,other,12.51,TX,MORTGAGE,7916.67,715.0,5.0,1593.0,4.0,10.0
32875,6000,6000.0,7.51,36.0,major_purchase,4.74,IL,MORTGAGE,10916.0,765.0,18.0,6317.0,4.0,6.0
29116,8400,8400.0,10.99,36.0,debt_consolidation,24.85,CA,MORTGAGE,7583.0,700.0,9.0,342.0,0.0,0.0
14340,5000,5000.0,7.88,36.0,home_improvement,16.61,NJ,MORTGAGE,5833.33,725.0,18.0,19771.0,2.0,10.0
82457,4750,4750.0,10.16,36.0,credit_card,32.49,MO,MORTGAGE,3500.0,695.0,15.0,36512.0,0.0,10.0
12895,15000,14925.0,10.75,60.0,moving,17.55,NY,RENT,5761.0,785.0,12.0,2691.0,2.0,10.0
98544,12000,12000.0,16.29,36.0,home_improvement,5.07,WI,MORTGAGE,2916.67,670.0,13.0,10360.0,2.0,5.0
1324,4000,0.0,7.68,36.0,other,10.74,GA,RENT,3417.0,790.0,11.0,2775.0,3.0,1.0
16593,12800,12700.0,12.61,60.0,debt_consolidation,9.02,FL,RENT,5166.67,725.0,7.0,7942.0,0.0,5.0
36466,12000,11950.0,8.9,60.0,car,9.75,CA,MORTGAGE,9866.0,795.0,9.0,2787.0,0.0,4.0
37814,9425,9425.0,13.49,36.0,credit_card,15.71,CA,RENT,3750.0,670.0,12.0,15116.0,0.0,8.0
43682,28000,28000.0,12.42,36.0,debt_consolidation,2.98,NY,MORTGAGE,27083.33,730.0,5.0,12888.0,1.0,5.0
70424,30000,29975.0,21.0,60.0,debt_consolidation,17.12,TX,MORTGAGE,8666.67,710.0,8.0,47503.0,0.0,6.0
27552,9600,9600.0,18.39,36.0,debt_consolidation,14.69,VA,MORTGAGE,5166.67,660.0,8.0,13041.0,1.0,10.0
3606,7800,7242.07,12.84,36.0,debt_consolidation,16.77,NY,RENT,6000.0,695.0,8.0,13835.0,0.0,4.0
39094,12000,12000.0,10.65,36.0,debt_consolidation,26.06,GA,RENT,5833.33,720.0,15.0,24893.0,3.0,10.0
83231,9600,9600.0,15.31,36.0,debt_consolidation,12.82,PA,MORTGAGE,6000.0,675.0,13.0,11407.0,2.0,10.0
9533,6000,6000.0,10.62,36.0,credit_card,23.38,VA,MORTGAGE,5000.0,705.0,15.0,46125.0,1.0,2.0
19581,7500,7500.0,11.11,60.0,debt_consolidation,23.63,NY,RENT,1820.0,720.0,13.0,4409.0,2.0,2.0
50339,7000,6950.0,6.03,36.0,debt_consolidation,8.29,FL,OWN,2750.0,760.0,8.0,10860.0,0.0,4.0
35460,10000,10000.0,11.71,36.0,debt_consolidation,5.85,NY,RENT,4333.33,685.0,8.0,7072.0,0.0,10.0
102138,3200,2799.99,12.61,36.0,credit_card,16.72,CA,MORTGAGE,6476.0,665.0,14.0,80837.0,4.0,10.0
13279,13000,12850.0,10.38,36.0,debt_consolidation,11.72,VA,MORTGAGE,10533.33,725.0,13.0,37252.0,0.0,0.0
71487,35000,35000.0,24.7,60.0,debt_consolidation,8.26,AL,MORTGAGE,10000.0,660.0,12.0,21391.0,2.0,10.0
97364,20800,20775.0,6.62,36.0,credit_card,15.64,CA,MORTGAGE,10833.33,710.0,11.0,15192.0,0.0,10.0
77135,1600,1600.0,16.29,36.0,debt_consolidation,7.8,OR,RENT,2666.67,660.0,7.0,5504.0,2.0,6.0
67373,10050,9900.0,6.03,36.0,small_business,20.72,TX,RENT,2500.0,750.0,11.0,13669.0,0.0,9.0
51379,8000,7997.85,17.99,36.0,debt_consolidation,21.11,CA,MORTGAGE,8583.33,670.0,15.0,14584.0,3.0,5.0
97075,16000,16000.0,12.12,36.0,debt_consolidation,24.3,CT,RENT,6250.0,715.0,8.0,10304.0,2.0,0.0
46056,11700,11675.0,7.9,36.0,home_improvement,5.63,CA,MORTGAGE,3320.83,720.0,11.0,14301.0,0.0,10.0
72277,13475,13475.0,12.12,36.0,debt_consolidation,28.27,FL,MORTGAGE,5666.67,705.0,12.0,7722.0,1.0,7.0
31190,14500,14500.0,5.42,36.0,home_improvement,7.15,OH,MORTGAGE,10000.0,800.0,9.0,40.0,0.0,10.0
103224,5000,5000.0,14.61,36.0,other,6.36,CA,RENT,3083.33,665.0,8.0,4680.0,4.0,5.0
53652,13600,13575.0,6.62,36.0,debt_consolidation,17.31,CA,MORTGAGE,11250.0,750.0,11.0,77377.0,1.0,4.0
75321,2200,2200.0,8.9,36.0,debt_consolidation,14.02,CA,RENT,7083.33,715.0,10.0,14980.0,1.0,10.0
49761,9000,9000.0,9.76,36.0,credit_card,18.67,NY,MORTGAGE,5833.33,705.0,12.0,12035.0,0.0,10.0
87513,27925,27925.0,22.47,60.0,debt_consolidation,3.94,FL,MORTGAGE,7000.0,685.0,14.0,9914.0,2.0,
80353,9450,9450.0,14.33,36.0,debt_consolidation,24.51,NY,RENT,2916.67,670.0,12.0,11555.0,0.0,4.0
25236,15175,15175.0,20.25,60.0,debt_consolidation,18.78,WA,RENT,4333.33,665.0,6.0,18049.0,0.0,8.0
30497,10000,10000.0,7.49,36.0,debt_consolidation,7.77,AZ,RENT,3166.67,735.0,4.0,0.0,0.0,1.0
96700,16000,16000.0,16.29,36.0,debt_consolidation,20.62,FL,RENT,5416.67,680.0,13.0,14246.0,1.0,0.0
85272,13200,13200.0,15.31,36.0,debt_consolidation,8.61,KY,MORTGAGE,3333.33,680.0,10.0,5400.0,3.0,10.0
60220,20000,20000.0,18.75,60.0,other,6.3,PA,RENT,15416.67,695.0,13.0,15026.0,3.0,0.0
78437,8500,8500.0,17.77,36.0,other,18.0,MI,RENT,2583.33,665.0,9.0,13718.0,0.0,2.0
40066,3000,3000.0,14.27,36.0,debt_consolidation,10.77,NY,OWN,3833.0,670.0,11.0,5515.0,1.0,0.0
91905,10000,10000.0,15.31,36.0,credit_card,18.99,FL,MORTGAGE,5583.33,675.0,16.0,12723.0,1.0,2.0
99247,14075,14075.0,16.29,36.0,debt_consolidation,11.02,NY,MORTGAGE,10416.67,700.0,10.0,7653.0,3.0,10.0
62996,19000,19000.0,19.72,60.0,credit_card,19.85,NY,RENT,4500.0,680.0,13.0,11388.0,1.0,3.0
2088,25000,11696.88,12.84,36.0,small_business,5.52,IL,MORTGAGE,8666.67,760.0,9.0,1900.0,4.0,10.0
84001,9000,9000.0,13.11,36.0,credit_card,23.88,GA,MORTGAGE,4229.17,685.0,11.0,7496.0,0.0,1.0
80275,6775,6775.0,13.11,36.0,debt_consolidation,10.2,NC,RENT,6666.67,685.0,14.0,5457.0,2.0,0.0
24608,2200,2200.0,15.23,36.0,debt_consolidation,16.2,CA,RENT,2500.0,675.0,7.0,2476.0,2.0,2.0
2891,10800,10550.0,8.0,36.0,home_improvement,6.82,CA,MORTGAGE,11250.0,790.0,7.0,10232.0,2.0,0.0
94245,16800,16800.0,14.33,60.0,debt_consolidation,21.75,WV,MORTGAGE,6666.67,675.0,14.0,23740.0,0.0,1.0
25703,3500,3500.0,15.62,36.0,home_improvement,14.41,GA,MORTGAGE,6833.33,660.0,7.0,11526.0,3.0,8.0
24038,9250,9250.0,18.79,60.0,debt_consolidation,19.27,AK,MORTGAGE,4448.0,660.0,9.0,22704.0,0.0,10.0
31842,23400,23400.0,7.49,36.0,debt_consolidation,15.66,TX,RENT,5580.0,740.0,6.0,2086.0,0.0,1.0
81514,10375,10375.0,7.9,36.0,debt_consolidation,27.64,MD,MORTGAGE,4500.0,745.0,7.0,0.0,0.0,5.0
66437,9325,9300.0,14.09,36.0,debt_consolidation,21.35,DC,RENT,3333.33,695.0,10.0,27007.0,1.0,0.0
49263,18000,18000.0,21.48,60.0,debt_consolidation,15.82,NY,RENT,6500.0,665.0,10.0,4256.0,0.0,10.0
68113,5375,5375.0,8.9,36.0,debt_consolidation,29.48,NC,RENT,3416.67,720.0,6.0,3007.0,2.0,0.0
99898,3700,3700.0,15.8,36.0,credit_card,32.2,NY,RENT,3000.0,690.0,9.0,14151.0,0.0,1.0
65485,19125,19125.0,18.49,36.0,debt_consolidation,9.1,MA,RENT,4166.67,675.0,8.0,19761.0,3.0,10.0
