,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCatStarAll,DemCluster,DemAge,DemMedHomeValue,DemPctVeterans,StatusCat96NK [A],StatusCat96NK [E],StatusCat96NK [F],StatusCat96NK [L],StatusCat96NK [N],StatusCat96NK [S],DemGender [F],DemGender [M],DemGender [U],DemHomeOwner [H],DemHomeOwner [U]
6055,5,20,4,10,10.0,8.8,4.65,8.5,20,86,13,33,58,6,16,23,1,36,64.0,41600.0,36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
6056,1,10,0,3,15.0,15.0,9.0,,19,92,15,35,58,5,5,22,1,36,50.0,47900.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6057,5,5,3,3,17.0,15.8,15.8,15.67,17,29,14,28,27,6,13,11,1,52,,25100.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6058,5,8,4,7,15.0,14.0,13.38,13.75,19,53,14,36,49,6,17,20,1,39,51.0,53300.0,27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
6059,1,19,1,13,15.0,10.0,12.68,10.0,18,123,13,34,74,6,16,32,1,39,80.0,35900.0,22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6060,5,22,3,11,20.0,11.8,9.41,13.0,21,75,13,35,61,6,17,24,1,41,40.0,28100.0,27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6061,3,16,1,12,17.0,17.0,10.06,17.0,22,130,13,32,78,6,15,31,1,52,84.0,26200.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6062,5,25,4,18,7.0,6.0,5.08,6.0,16,126,9,25,69,4,12,27,1,43,7.0,36200.0,23,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
6063,5,14,0,2,6.0,6.8,6.21,,17,62,13,35,53,6,6,22,0,30,55.0,39500.0,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6064,4,7,1,1,10.0,9.75,8.71,10.0,18,52,12,32,40,6,15,17,0,2,74.0,79200.0,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6065,7,9,5,6,16.0,14.43,12.33,15.0,17,41,14,34,38,6,16,15,1,4,,48200.0,42,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
6066,4,9,3,6,3.0,7.0,5.78,6.67,16,90,11,30,54,4,12,20,0,30,69.0,44400.0,28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6067,5,26,4,13,14.0,14.4,10.27,14.5,25,88,12,32,63,6,17,26,1,30,,41300.0,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
6068,7,26,3,10,5.0,6.43,6.12,6.67,15,122,14,35,76,6,16,32,1,23,68.0,111000.0,53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
6069,3,9,1,5,20.0,17.33,12.67,15.0,20,123,13,34,69,6,16,29,1,41,,35900.0,18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6070,6,6,4,4,7.0,5.33,5.33,5.5,16,33,13,30,28,6,14,12,1,19,62.0,50900.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6071,4,8,1,4,10.0,10.0,8.25,10.0,15,81,13,26,44,6,11,15,0,30,73.0,33900.0,14,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6072,2,6,1,1,15.0,15.0,11.0,15.0,26,114,11,27,41,5,13,17,0,30,76.0,35800.0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6073,8,11,4,4,10.0,8.0,8.18,8.5,15,32,13,25,26,6,13,11,1,24,57.0,37300.0,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6074,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,15,13,3,6,5,0,27,77.0,37300.0,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6075,4,4,3,3,5.0,5.75,5.75,6.0,17,28,12,24,23,6,12,10,1,36,,50500.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6076,4,13,1,7,10.0,9.25,9.15,12.0,19,91,13,29,50,6,14,23,1,42,80.0,51600.0,33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6077,6,34,3,20,24.0,22.83,14.38,20.67,25,128,13,35,88,6,17,35,1,8,74.0,49100.0,29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6078,8,36,6,16,5.0,5.25,5.08,5.33,19,125,13,35,81,6,17,32,1,24,82.0,68300.0,29,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
6079,1,1,1,1,25.0,25.0,25.0,25.0,16,16,12,17,14,5,7,6,0,39,53.0,36900.0,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6080,1,11,0,7,17.0,17.0,13.18,,20,126,13,29,70,5,5,28,1,36,82.0,32900.0,33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6081,4,10,1,3,10.0,8.5,7.4,9.0,18,64,12,33,49,6,16,20,0,49,27.0,58800.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6082,2,6,2,2,15.0,12.0,8.0,12.0,17,56,12,29,44,5,13,17,0,48,38.0,55100.0,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6083,3,4,2,3,20.0,16.67,13.75,20.0,15,41,12,31,34,5,13,13,1,35,,72700.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6084,3,11,2,9,10.0,9.0,10.82,8.5,18,100,15,35,76,6,15,28,1,45,,76100.0,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6085,0,14,0,7,10.0,0.0,7.43,,25,127,9,9,69,4,4,26,1,48,,69400.0,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6086,3,18,2,4,10.0,11.33,9.33,12.0,20,69,26,46,88,6,16,22,1,35,57.0,92400.0,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
6087,0,11,0,6,25.0,0.0,14.09,,23,99,13,13,69,6,6,26,1,52,17.0,27100.0,16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6088,3,21,1,12,25.0,22.33,12.14,25.0,18,126,9,25,64,4,12,27,1,46,78.0,67500.0,41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6089,4,7,3,4,10.0,8.25,7.86,8.67,16,44,9,22,29,5,12,12,0,44,,78200.0,30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6090,4,5,3,3,13.0,13.0,11.4,13.67,19,43,13,33,36,6,15,15,1,42,35.0,86700.0,37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6091,4,17,4,13,10.0,8.75,8.94,8.75,20,121,12,32,77,5,15,33,1,36,,59200.0,26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6092,5,15,2,9,5.0,5.0,5.4,5.0,16,111,15,36,70,6,16,28,1,46,,116300.0,38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
6093,2,11,2,9,16.0,15.0,9.73,15.0,16,103,14,33,67,6,15,25,1,0,,164400.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6094,4,11,1,6,20.0,18.75,11.55,20.0,20,80,14,34,62,6,16,24,1,14,28.0,51600.0,31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
6095,6,8,4,4,10.0,8.83,9.13,9.5,15,32,14,27,29,6,12,10,1,39,69.0,86000.0,27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6096,0,1,0,0,20.0,0.0,20.0,,22,22,8,8,14,3,3,5,0,40,41.0,76400.0,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6097,6,34,4,22,10.0,7.33,4.85,7.25,17,127,15,34,83,6,17,34,1,27,52.0,67000.0,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6098,1,3,0,1,15.0,15.0,9.0,,18,51,11,24,32,4,4,11,0,39,25.0,62600.0,22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6099,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,0,40,,67300.0,21,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6100,3,3,2,2,15.0,12.33,12.33,13.5,17,28,14,27,26,6,13,11,1,39,,67000.0,23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6101,3,11,1,3,20.0,18.33,10.45,20.0,17,85,14,34,60,6,16,23,0,35,42.0,78300.0,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6102,3,21,1,15,30.0,23.33,11.71,30.0,17,130,14,32,78,6,13,29,1,35,41.0,78600.0,44,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
6103,4,12,2,6,10.0,10.0,10.5,10.0,16,76,13,34,61,5,15,23,1,31,57.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6104,0,1,0,0,15.0,0.0,15.0,,19,19,10,10,12,4,4,4,0,53,49.0,51300.0,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6105,3,17,2,9,16.0,16.0,11.12,16.0,15,81,13,33,63,6,16,24,1,42,75.0,85700.0,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6106,4,7,3,4,15.0,13.75,11.43,15.0,16,57,15,35,46,6,15,17,1,42,41.0,103500.0,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6107,2,12,0,9,11.0,8.0,5.42,,15,125,11,25,67,4,4,27,1,14,49.0,99000.0,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6108,3,3,3,3,50.0,41.67,41.67,41.67,15,29,13,27,25,6,13,11,0,14,52.0,94600.0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6109,5,7,2,3,8.0,4.0,4.29,3.5,19,40,13,28,27,6,13,12,1,35,49.0,85500.0,30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6110,1,2,0,1,35.0,35.0,27.5,,26,53,11,26,35,5,5,13,0,1,,225000.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6111,4,14,1,8,10.0,10.0,10.29,10.0,26,130,9,30,73,4,14,31,1,22,46.0,162500.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6112,4,7,1,2,12.0,12.75,9.14,14.0,15,45,13,34,38,6,16,16,0,17,,58600.0,14,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6113,0,5,0,2,0.0,0.0,15.0,,5,53,26,26,60,4,4,14,0,4,,64700.0,21,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6114,2,10,1,6,15.0,16.0,10.3,15.0,22,96,11,31,68,5,14,27,1,31,,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6115,6,11,4,7,7.0,8.17,6.55,8.5,20,57,13,34,47,6,16,19,0,24,39.0,99200.0,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6116,2,12,2,8,15.0,45.0,24.08,45.0,8,110,16,33,72,7,17,28,1,35,73.0,81700.0,26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6117,1,6,0,1,24.0,24.0,16.67,,26,112,11,32,56,5,5,21,0,4,,42100.0,38,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6118,2,2,1,1,15.0,12.5,12.5,15.0,18,27,11,25,21,5,12,10,0,25,,48900.0,22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6119,2,9,2,7,15.0,18.0,12.78,18.0,18,81,13,33,62,6,16,23,1,14,,158600.0,32,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
6120,2,2,1,1,50.0,28.0,28.0,50.0,18,28,13,26,23,6,12,10,0,14,72.0,87200.0,24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6121,2,14,0,4,10.0,10.0,6.36,,18,113,10,24,59,4,4,22,1,34,83.0,233300.0,26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6122,7,18,6,10,19.0,18.14,12.72,18.17,21,68,13,34,58,6,17,23,1,24,36.0,258700.0,43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6123,7,23,5,13,20.0,25.0,18.48,26.0,18,128,14,34,84,6,17,34,1,13,71.0,149000.0,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
6124,2,6,1,2,15.0,15.0,9.0,15.0,17,73,13,31,48,6,13,18,0,42,81.0,122300.0,35,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6125,0,17,0,6,5.0,0.0,11.24,,5,105,35,35,95,6,6,27,1,0,52.0,123400.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6126,3,5,2,4,10.0,10.0,8.0,11.5,16,66,13,24,39,6,10,13,0,1,,51700.0,17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6127,6,26,3,14,5.0,10.17,8.54,11.33,18,111,11,31,73,5,16,29,1,20,71.0,65800.0,35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6128,1,4,1,3,15.0,15.0,8.5,15.0,15,52,9,24,34,3,9,13,0,18,29.0,54600.0,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6129,2,9,0,3,45.0,42.5,19.56,,19,67,13,35,57,6,6,24,1,12,75.0,89200.0,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6130,1,1,1,1,20.0,20.0,20.0,20.0,16,16,12,17,14,5,7,6,0,12,37.0,73100.0,22,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6131,3,9,3,9,30.0,22.33,13.44,22.33,16,124,13,32,63,6,15,28,1,14,79.0,89800.0,31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6132,3,3,3,3,25.0,15.0,15.0,15.0,18,27,14,28,24,6,13,11,1,13,49.0,95800.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6133,1,11,1,9,23.0,23.0,16.27,23.0,24,123,10,28,70,5,13,30,1,22,56.0,59200.0,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6134,3,8,3,5,25.0,18.67,11.63,18.67,17,53,7,21,34,4,14,16,1,12,73.0,75300.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6135,5,10,3,5,20.0,15.6,12.5,16.0,15,53,13,35,46,6,17,19,0,17,36.0,63000.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6136,1,1,1,1,20.0,20.0,20.0,20.0,22,22,8,15,12,3,6,5,0,25,70.0,57000.0,25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6137,3,11,2,8,22.0,22.33,17.18,21.0,24,105,12,33,70,6,16,27,1,11,56.0,94500.0,21,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6138,2,8,1,4,15.0,12.5,7.38,10.0,18,77,11,27,49,4,11,18,0,11,56.0,93500.0,25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6139,2,3,1,2,50.0,37.5,30.0,50.0,25,65,12,27,41,6,13,15,0,15,77.0,122300.0,28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6140,3,3,3,3,10.0,7.33,7.33,7.33,15,24,12,22,21,5,9,8,1,11,71.0,118000.0,36,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6141,1,1,1,1,20.0,20.0,20.0,20.0,17,17,11,16,14,5,7,6,0,11,44.0,140700.0,25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6142,3,8,2,6,10.0,12.33,10.75,11.0,16,80,13,33,52,6,16,21,0,42,37.0,82200.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6143,2,11,1,5,30.0,21.0,10.73,12.0,26,57,12,32,50,5,15,19,1,46,45.0,51000.0,36,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6144,1,4,0,2,40.0,40.0,26.25,,24,75,11,31,44,6,6,17,0,30,81.0,41300.0,26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6145,3,21,1,12,10.0,7.33,7.48,10.0,24,103,10,30,75,4,13,25,1,30,87.0,58700.0,23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6146,8,32,3,14,5.0,5.0,3.38,4.67,17,126,12,33,66,6,17,31,1,27,67.0,50000.0,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
6147,2,5,2,2,9.0,14.5,8.8,14.5,20,56,13,29,41,6,12,15,0,30,53.0,36400.0,15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6148,2,5,0,1,20.0,15.0,10.4,,26,69,10,29,42,5,5,16,0,45,44.0,45600.0,33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6149,1,14,0,3,35.0,30.0,22.29,,4,93,31,47,102,7,7,25,0,46,37.0,68900.0,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6150,7,35,4,16,15.0,15.29,15.14,15.75,6,127,31,53,115,11,22,44,1,46,66.0,38500.0,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
6151,1,1,1,1,20.0,20.0,20.0,20.0,21,21,12,19,18,4,7,6,0,26,,46300.0,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6152,2,11,2,7,10.0,11.0,8.73,11.0,15,130,12,30,65,5,13,27,1,35,76.0,60000.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6153,5,5,3,3,6.0,5.8,5.8,4.33,18,33,13,29,27,6,13,11,1,36,17.0,30400.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6154,3,18,2,9,25.0,25.67,19.17,27.5,16,127,32,49,124,6,15,33,1,39,82.0,28300.0,18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6155,0,7,0,1,0.0,0.0,10.71,,5,55,24,24,60,5,5,15,0,36,53.0,40400.0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6156,2,15,1,11,11.0,10.0,4.27,11.0,18,125,10,28,69,3,10,28,1,36,74.0,31200.0,31,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6157,2,15,0,4,12.0,11.5,7.0,,26,122,9,29,65,4,4,26,0,28,46.0,55700.0,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6158,5,9,4,5,10.0,10.2,8.44,10.25,15,39,14,34,38,6,16,15,1,28,50.0,92200.0,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
6159,7,20,4,9,5.0,6.14,5.45,6.0,15,64,13,35,55,6,17,21,1,31,74.0,25800.0,23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6160,2,14,1,8,12.0,12.0,5.86,12.0,17,125,8,18,35,4,8,12,1,30,76.0,28000.0,29,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
6161,2,8,2,7,15.0,15.0,22.0,15.0,24,86,9,25,57,4,11,20,1,24,85.0,80100.0,49,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6162,6,19,6,15,8.0,8.33,7.26,8.33,23,81,11,30,58,6,17,25,1,27,,40500.0,39,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
6163,1,14,1,9,14.0,14.0,7.64,14.0,20,127,11,25,65,4,10,25,1,53,81.0,53800.0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6164,1,1,0,0,25.0,25.0,25.0,,16,16,11,16,13,5,5,6,0,24,53.0,94500.0,44,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6165,5,6,2,3,11.0,9.0,8.33,10.0,18,52,12,26,33,6,12,13,0,41,48.0,33800.0,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6166,1,1,1,1,15.0,15.0,15.0,15.0,20,20,8,15,14,3,6,5,0,31,,28800.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6167,2,4,2,3,20.0,17.5,11.25,17.5,24,45,12,32,37,6,15,15,0,53,,45700.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6168,1,4,1,3,15.0,15.0,13.75,15.0,16,68,10,27,52,4,11,18,0,44,27.0,50800.0,17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6169,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,0,41,,20200.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6170,4,20,3,11,15.0,20.75,11.9,19.33,18,79,13,35,62,6,17,25,1,39,72.0,36000.0,21,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
6171,6,15,4,5,6.0,6.17,6.93,6.75,6,29,37,52,54,7,15,13,1,46,67.0,35800.0,21,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6172,4,8,2,4,15.0,12.25,10.13,13.0,21,64,12,32,47,6,15,19,0,49,,35000.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6173,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,0,49,,31100.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6174,2,15,1,8,25.0,27.5,15.6,30.0,18,125,14,36,73,6,17,29,1,44,,64500.0,28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6175,10,48,9,27,11.0,10.2,9.06,10.22,17,130,13,30,84,5,16,34,1,34,,24300.0,13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
6176,5,8,4,4,5.0,5.8,6.13,6.0,17,38,12,29,33,6,15,13,1,39,,43800.0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6177,4,5,1,1,10.0,10.0,9.0,10.0,15,31,13,27,25,7,13,11,1,12,,65500.0,41,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6178,5,13,3,9,25.0,25.2,17.92,28.67,18,81,18,40,79,6,17,26,1,24,57.0,91900.0,36,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
6179,3,4,2,2,10.0,7.33,7.0,6.0,18,28,12,25,23,6,12,10,1,24,68.0,62100.0,50,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6180,7,7,4,4,10.0,8.57,8.57,7.5,15,28,13,27,26,6,14,12,1,28,80.0,54700.0,39,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6181,2,10,0,5,19.0,16.0,9.7,,19,113,13,32,65,6,6,25,1,27,71.0,41800.0,29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6182,2,13,1,7,14.0,12.0,8.92,14.0,16,126,14,33,68,6,15,30,1,30,74.0,22200.0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
6183,6,13,4,7,10.0,8.17,8.23,7.75,18,56,14,35,51,6,17,22,1,22,,86400.0,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6184,4,6,4,6,6.0,7.75,6.5,7.75,17,53,14,32,42,6,14,15,1,12,42.0,66900.0,25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6185,1,1,1,1,100.0,100.0,100.0,100.0,24,24,12,23,21,6,11,9,0,14,81.0,91800.0,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6186,1,24,0,10,20.0,20.0,18.71,,26,131,12,33,87,6,6,34,1,48,83.0,24200.0,19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6187,1,21,0,10,0.0,12.0,9.14,,11,130,15,34,85,5,5,29,1,53,43.0,28400.0,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
6188,6,45,3,11,15.0,5.5,5.89,7.33,4,122,39,60,134,9,19,35,1,46,,49200.0,34,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
6189,0,1,0,0,15.0,0.0,15.0,,23,23,8,8,13,3,3,5,0,36,,34700.0,33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
6190,3,4,3,4,20.0,16.67,13.25,16.67,22,41,12,30,32,6,16,15,1,35,,104300.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
