TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
0,00098964,,2,15,0,9,$10.00,$10.00,$7.17,,18,127,11,30,68,4,4,28,A,1,43,27,F,U,"$38,000",28,$0
1,00098962,$25.00,2,3,0,1,$20.00,$15.00,$11.67,,19,54,14,27,34,6,6,12,A,0,49,74,F,U,"$38,000",28,"$40,417"
0,00098991,,4,12,3,8,$12.00,$12.50,$8.25,$12.67,17,105,9,24,53,4,11,21,S,1,43,83,F,U,"$39,100",32,"$44,063"
0,00099003,,1,2,0,1,$50.00,$50.00,$50.00,,18,45,13,32,37,6,6,15,A,0,43,57,M,U,"$34,900",33,"$40,417"
0,00099044,,4,17,3,12,$25.00,$23.75,$12.82,$23.33,15,126,13,33,77,6,16,32,A,1,35,86,M,U,"$66,500",22,"$41,760"
0,00099051,,3,3,0,0,$20.00,$14.00,$14.00,,19,32,12,26,26,6,6,10,A,0,36,35,F,U,"$39,400",34,$0
0,00099063,,2,11,0,8,$20.00,$18.50,$8.82,,18,125,14,34,65,6,6,27,A,1,53,68,F,H,"$31,800",33,"$39,750"
1,00099066,$5.00,8,23,5,11,$5.00,$5.50,$4.43,$5.40,15,88,11,27,57,5,14,24,S,1,50,67,M,H,"$20,600",29,"$28,409"
0,00099076,,9,12,5,6,$9.00,$10.11,$9.75,$10.00,15,41,14,33,38,6,15,14,A,1,36,28,M,H,"$40,200",27,"$44,409"
1,00010490,$15.00,1,8,1,1,$15.00,$15.00,$19.50,$15.00,7,37,27,32,50,5,7,6,F,0,53,,F,U,"$30,300",35,"$35,833"
0,00099141,,12,21,6,11,$5.00,$3.33,$3.38,$3.67,17,78,13,34,58,6,16,24,S,1,36,69,F,U,"$38,000",35,"$37,659"
1,00099136,$12.00,3,5,0,1,$10.00,$12.33,$11.40,,17,40,13,33,35,6,6,14,A,0,36,80,M,H,"$32,600",44,"$37,659"
0,00099139,,2,9,1,5,$20.00,$20.00,$13.89,$20.00,23,77,12,32,59,6,16,24,A,0,49,37,M,U,"$44,100",31,"$37,659"
1,00099209,$3.00,2,19,1,12,$3.00,$4.00,$2.58,$5.00,19,128,9,23,59,4,9,24,S,1,28,27,F,H,"$51,700",43,"$41,530"
0,00099219,,2,22,1,11,$15.00,$17.50,$9.00,$20.00,16,130,10,29,71,4,13,28,S,1,43,,U,U,"$41,800",31,"$41,289"
1,00099246,$20.00,3,15,1,8,$20.00,$15.00,$10.27,$20.00,21,112,12,33,75,6,17,34,A,1,50,75,F,U,"$18,200",30,"$31,172"
0,00099255,,3,12,3,9,$4.00,$10.00,$8.00,$10.00,18,74,13,32,58,6,16,22,S,1,53,40,M,H,"$27,800",33,"$32,647"
1,00099268,$15.00,1,10,1,6,$15.00,$15.00,$9.80,$15.00,16,113,15,34,68,6,15,27,A,1,53,58,M,H,"$37,700",33,"$39,750"
0,00099273,,3,5,1,1,$20.00,$13.33,$13.00,$20.00,17,40,8,30,33,4,15,14,A,0,11,46,M,H,"$294,100",30,"$140,286"
1,00099276,$15.00,2,9,2,5,$21.00,$19.50,$13.56,$19.50,19,64,13,34,56,6,17,22,A,1,11,39,F,H,"$294,100",27,"$140,286"
1,00099298,$32.00,3,8,2,5,$25.00,$23.33,$16.50,$25.00,24,53,12,32,44,6,17,19,S,1,16,57,M,H,"$70,300",34,"$55,923"
0,00099304,,2,4,0,1,$50.00,$41.00,$34.25,,15,77,13,27,36,6,6,15,A,0,18,53,M,H,"$66,900",28,"$55,923"
1,00099325,$10.00,3,3,1,1,$13.00,$10.00,$10.00,$5.00,18,26,12,25,22,6,12,10,N,0,24,80,M,H,"$119,100",31,"$82,506"
0,00099322,,3,3,1,1,$20.00,$23.33,$23.33,$20.00,18,24,14,25,24,6,11,9,N,0,35,17,F,H,"$184,400",28,"$82,506"
1,00099338,$10.00,3,12,1,6,$10.00,$10.00,$7.75,$10.00,16,56,14,34,51,6,15,20,S,1,35,50,F,H,"$184,400",28,"$82,506"
0,00099333,,2,3,2,3,$15.00,$11.00,$9.00,$11.00,23,40,10,28,30,4,11,11,A,0,24,71,M,H,"$125,600",38,"$82,506"
0,00099382,,2,10,1,6,$25.00,$21.00,$11.90,$17.00,18,112,13,34,66,6,16,28,A,1,00,,F,H,"$70,900",0,"$51,925"
1,00099410,$17.00,3,6,1,3,$9.00,$13.67,$9.83,$9.00,21,53,10,30,39,5,15,16,A,0,24,77,F,H,"$204,100",33,"$101,095"
1,00100430,$25.00,3,5,3,3,$25.00,$33.33,$40.00,$33.33,16,57,15,37,52,6,17,21,A,0,13,57,F,U,"$208,300",28,$0
1,00014386,$10.00,2,18,1,4,$25.00,$25.00,$24.78,$25.00,18,143,27,44,104,6,15,26,A,1,15,86,F,U,"$252,800",25,"$101,095"
0,00099430,,1,1,1,1,$25.00,$25.00,$25.00,$25.00,17,17,11,16,14,5,7,6,F,0,36,72,M,H,"$43,000",47,"$42,249"
0,00101302,,2,11,2,6,$15.00,$15.00,$11.00,$15.00,24,87,10,30,60,5,14,23,A,1,51,79,M,U,"$60,200",38,"$42,249"
0,00101079,,12,16,6,8,$6.00,$6.67,$6.38,$7.00,15,44,15,36,41,6,17,17,S,1,27,,M,U,"$92,400",25,"$75,543"
1,00001442,$24.00,8,19,6,10,$25.00,$20.13,$18.42,$20.17,6,53,32,51,78,11,21,26,A,1,24,38,F,H,"$160,200",25,"$75,543"
1,00099497,$5.00,2,14,0,9,$5.00,$7.50,$8.21,,15,105,10,27,64,4,4,23,A,1,40,35,M,H,"$83,400",26,"$80,831"
1,00099501,$10.00,2,2,1,1,$15.00,$10.00,$10.00,$5.00,19,24,12,23,21,6,11,9,N,0,12,40,F,H,"$98,800",31,"$62,944"
0,00099544,,3,14,1,10,$11.00,$11.67,$6.93,$11.00,15,100,13,32,65,5,13,24,S,1,36,87,F,H,"$52,800",34,"$49,642"
1,00099543,$15.00,6,14,1,6,$9.00,$7.83,$5.79,$9.00,17,90,13,33,59,6,16,25,A,0,49,74,M,H,"$67,500",29,"$49,642"
0,00099549,,2,6,2,3,$21.00,$18.00,$10.67,$18.00,22,124,12,30,47,6,15,19,A,0,49,37,F,H,"$67,500",31,"$49,642"
1,00006050,$32.00,13,89,9,41,$19.00,$13.38,$10.63,$13.22,4,125,47,67,157,11,22,43,S,1,00,,F,U,"$69,100",0,$0
0,00004644,,4,13,3,5,$6.00,$12.00,$10.08,$11.67,15,63,35,54,87,5,15,21,A,0,11,74,M,H,"$107,200",28,"$56,843"
0,00099570,,2,2,0,0,$20.00,$12.50,$12.50,,21,32,10,23,24,4,4,8,A,0,16,52,M,H,"$64,700",37,"$56,843"
1,00099602,$10.00,2,17,1,9,$10.00,$10.00,$7.94,$10.00,24,130,10,29,69,4,12,27,A,1,20,70,F,U,"$64,900",37,$0
0,00099564,,1,1,0,0,$50.00,$50.00,$50.00,,20,20,11,17,16,5,5,6,F,0,12,40,M,H,"$77,800",31,"$56,843"
1,00099567,$15.00,4,4,2,2,$10.00,$11.25,$11.25,$10.00,15,29,14,28,25,6,13,11,A,0,18,66,F,H,"$73,400",38,"$56,843"
0,00157131,,2,4,1,1,$17.00,$18.50,$15.50,$20.00,19,40,13,34,37,6,16,15,A,0,29,82,F,U,"$76,100",45,"$56,543"
0,00099647,,1,2,0,0,$25.00,$25.00,$17.50,,18,35,13,28,25,6,6,11,A,0,12,51,F,H,"$114,600",35,"$77,675"
1,00099673,$22.00,2,4,2,4,$16.00,$13.00,$9.50,$13.00,21,44,12,29,33,6,14,14,A,1,18,39,F,H,"$63,800",35,"$49,486"
1,00099736,$20.00,1,21,1,11,$17.00,$17.00,$5.57,$17.00,26,94,9,26,59,4,11,23,A,1,36,46,F,U,"$49,600",38,"$45,583"
0,00099757,,4,18,3,11,$10.00,$15.00,$12.56,$13.33,24,104,12,33,72,5,15,28,A,1,44,55,F,H,"$61,700",24,"$51,534"
1,00099761,$6.00,4,5,3,3,$3.00,$7.50,$6.60,$6.00,24,29,11,27,25,5,13,11,A,0,39,29,M,U,"$63,100",34,"$50,957"
0,00099803,,5,24,5,11,$17.00,$15.60,$14.75,$15.60,20,69,14,35,62,6,17,24,S,1,49,50,M,U,"$62,000",32,"$49,688"
0,00188824,,2,3,2,2,$15.00,$16.00,$15.67,$16.00,5,29,18,31,29,6,12,11,A,0,49,49,M,H,"$43,800",32,"$49,688"
0,00186577,,3,8,1,1,$3.00,$7.33,$6.63,$10.00,8,52,20,39,45,7,15,15,A,0,49,,F,U,"$90,300",32,"$51,268"
0,00099809,,4,29,3,18,$30.00,$30.00,$16.48,$30.00,15,129,13,35,86,6,17,34,S,1,49,52,F,H,"$65,900",32,"$51,268"
1,00099813,$20.00,4,4,0,0,$17.00,$11.00,$11.00,,15,32,11,26,26,5,5,10,A,1,51,50,M,H,"$46,000",44,"$55,918"
1,00099849,$6.00,9,35,4,17,$3.00,$4.78,$3.57,$5.00,15,109,13,35,73,6,17,30,S,1,16,,M,H,"$56,600",57,"$41,382"
1,00099836,$21.00,1,1,1,1,$15.00,$15.00,$15.00,$15.00,16,16,11,16,13,4,6,5,F,0,21,66,M,H,"$54,800",24,"$41,382"
0,00099851,,1,11,1,8,$20.00,$20.00,$8.82,$20.00,16,108,13,32,67,6,15,32,A,1,21,75,M,H,"$58,600",36,"$41,382"
0,00099861,,9,18,5,13,$5.00,$5.00,$5.00,$5.00,16,105,8,27,61,4,13,24,S,1,43,74,F,H,"$66,300",17,"$45,932"
0,00099862,,4,12,2,8,$10.00,$6.75,$5.42,$7.50,16,105,14,34,58,6,15,26,A,0,43,67,U,H,"$40,800",45,"$45,932"
1,00099890,$15.00,1,8,1,7,$15.00,$15.00,$9.63,$15.00,17,125,11,29,65,4,12,29,A,0,36,69,F,U,"$57,400",35,"$47,489"
0,00099878,,4,6,3,4,$17.00,$11.50,$10.00,$9.67,18,41,13,31,33,6,15,14,S,1,39,65,F,H,"$59,600",30,"$47,489"
1,00099898,$16.00,2,16,1,10,$10.00,$18.00,$10.13,$16.00,23,127,11,32,71,5,15,32,A,1,17,60,M,H,"$67,500",29,"$60,176"
0,00002567,,3,4,2,3,$18.00,$17.67,$17.75,$21.50,11,20,24,29,29,10,12,11,F,1,15,56,F,U,"$112,500",36,"$43,021"
0,00099989,,3,21,1,14,$10.00,$10.00,$7.00,$10.00,15,126,12,30,72,5,13,31,S,1,10,,F,U,"$30,100",23,"$42,265"
0,00100058,,5,11,3,5,$10.00,$16.00,$14.27,$15.00,15,57,23,45,60,11,22,27,N,0,10,74,M,U,"$44,200",47,"$26,944"
0,00100101,,2,21,0,13,$15.00,$13.50,$6.14,,18,130,13,33,71,6,6,31,A,1,10,70,F,U,"$23,400",24,$0
1,00100146,$25.00,2,14,0,6,$20.00,$22.50,$19.29,,19,119,8,24,56,4,4,20,A,1,21,74,M,H,"$46,400",34,"$42,580"
0,00100108,,1,1,1,1,$20.00,$20.00,$20.00,$20.00,21,21,10,17,15,4,7,6,F,0,16,50,M,H,"$53,900",41,"$42,580"
0,00186130,,3,28,2,19,$10.00,$14.00,$10.50,$15.00,7,129,24,44,95,8,19,35,S,1,16,86,F,H,"$58,400",34,"$42,580"
0,00100163,,2,7,1,3,$14.00,$14.00,$18.29,$14.00,16,101,13,30,65,6,14,28,A,0,08,70,M,H,"$40,600",51,"$29,229"
1,00100218,$8.00,3,15,2,11,$5.00,$6.33,$5.47,$6.00,16,126,12,25,59,5,10,26,S,1,08,80,F,H,"$66,500",14,"$37,080"
0,00100169,,4,17,2,13,$12.00,$10.50,$9.53,$10.00,9,130,22,42,85,9,18,35,F,1,28,46,M,H,"$78,600",40,"$37,080"
0,00100189,,1,7,1,4,$20.00,$20.00,$13.14,$20.00,20,75,15,29,73,5,10,25,A,0,20,57,F,H,"$60,000",33,"$37,080"
0,00100237,,8,36,6,24,$10.00,$5.00,$4.08,$5.00,18,129,14,34,84,6,17,34,S,1,03,,F,U,"$69,500",32,$0
0,00153357,,3,18,2,11,$11.00,$15.33,$10.72,$20.50,15,116,12,28,67,5,11,23,S,1,10,59,F,U,"$35,000",8,"$26,733"
0,00002623,,3,4,2,2,$35.00,$28.33,$27.50,$30.00,6,21,26,35,35,11,16,14,N,1,10,69,F,H,"$39,400",21,"$26,733"
0,00006537,,5,17,2,8,$15.00,$13.20,$9.71,$11.50,19,130,18,36,86,5,13,30,S,1,05,48,F,H,"$76,000",35,"$67,291"
1,00100324,$20.00,1,1,1,1,$20.00,$20.00,$20.00,$20.00,23,23,8,15,13,3,6,5,N,0,13,48,F,H,"$178,300",26,"$77,857"
0,00100652,,3,16,2,10,$5.00,$8.33,$6.56,$7.50,15,126,10,29,63,4,12,27,A,1,16,44,M,H,"$96,500",18,"$52,582"
1,00100411,$30.00,2,8,1,4,$25.00,$30.00,$26.25,$25.00,20,105,13,35,65,6,17,28,A,0,20,31,M,H,"$73,300",42,"$52,582"
1,00100369,$28.00,4,4,3,3,$32.00,$28.00,$28.00,$29.00,15,26,14,27,26,6,13,11,N,1,20,25,F,U,"$98,700",33,"$52,582"
1,00100447,$3.00,5,10,4,7,$3.00,$5.20,$4.00,$5.75,17,56,12,30,42,6,15,18,S,1,16,43,F,H,"$80,600",34,"$46,353"
0,00100489,,5,33,4,20,$9.00,$8.60,$8.76,$8.25,23,127,12,33,82,5,16,32,S,1,12,66,M,H,"$76,700",32,"$64,599"
0,00100483,,3,10,2,6,$30.00,$26.67,$20.00,$30.00,18,89,13,35,65,6,17,26,A,1,13,,F,U,"$124,400",48,$0
1,00012819,$20.00,2,9,2,7,$15.00,$20.50,$13.44,$20.50,10,105,28,49,84,5,15,25,A,1,13,86,F,U,"$128,400",31,$0
0,00100501,,4,4,3,3,$10.00,$9.75,$9.75,$8.00,17,29,13,26,24,6,12,10,A,1,12,,M,H,"$105,900",33,"$73,034"
0,00100550,,2,5,2,3,$10.00,$10.00,$8.40,$10.00,19,45,12,29,34,6,14,14,A,0,12,40,M,H,"$119,000",29,"$70,270"
1,00012517,$1.00,5,16,2,4,$5.00,$4.00,$2.81,$4.00,15,110,27,40,66,6,13,21,A,0,12,65,M,H,"$122,400",35,"$70,270"
0,00188225,,4,22,4,19,$11.00,$9.00,$7.57,$9.00,17,110,6,14,46,1,5,18,E,1,22,,F,U,"$95,800",11,$0
1,00100569,$15.00,1,1,1,1,$15.00,$15.00,$15.00,$15.00,21,21,8,15,13,3,6,5,F,0,02,47,M,H,"$224,100",10,"$53,349"
0,00100606,,1,1,0,0,$20.00,$20.00,$20.00,,20,20,11,18,16,4,4,6,F,0,23,41,F,U,"$103,800",31,"$53,735"
0,00099612,,1,1,0,0,$15.00,$15.00,$15.00,,16,16,12,17,14,4,4,5,F,0,18,,F,U,"$39,800",37,$0
1,00100691,$5.00,7,24,4,16,$5.00,$4.86,$4.00,$4.50,17,122,13,32,70,6,17,32,S,1,31,84,M,H,"$55,300",25,"$34,587"
0,00100673,,1,5,0,3,$25.00,$16.00,$13.40,,17,56,13,32,44,6,6,17,S,1,09,37,F,U,"$49,300",24,"$34,587"
0,00100728,,4,27,4,19,$10.00,$6.25,$8.07,$6.25,17,110,13,32,82,6,15,29,S,1,16,69,M,H,"$69,100",34,"$44,278"
0,00100196,,5,11,4,7,$10.00,$10.00,$7.73,$10.00,16,76,14,34,57,6,17,22,S,1,05,35,F,H,"$52,100",16,"$44,853"
0,00100763,,3,3,3,3,$13.00,$11.67,$11.67,$11.67,16,23,14,25,23,6,11,9,N,1,11,77,M,H,"$193,400",23,"$103,465"
0,00100799,,6,28,3,13,$44.00,$42.17,$30.04,$40.67,17,123,14,36,85,6,17,32,S,1,09,73,M,U,"$45,500",34,"$44,747"
0,00099666,,1,1,1,1,$15.00,$15.00,$15.00,$15.00,24,24,7,17,15,3,7,6,N,0,15,45,M,U,"$110,500",26,"$69,112"
0,00100835,,6,15,2,4,$20.00,$13.33,$10.67,$15.00,15,86,15,37,66,6,17,26,A,0,13,56,F,H,"$130,800",37,"$69,112"
0,00100858,,1,1,1,1,$25.00,$25.00,$25.00,$25.00,23,23,10,17,15,4,7,6,N,0,24,69,F,H,"$96,100",33,"$55,939"
1,00100900,$5.00,3,4,1,1,$5.00,$6.67,$5.50,$5.00,17,40,12,22,21,5,9,8,A,0,24,,F,U,"$118,000",31,$0
0,00100913,,1,6,0,1,$25.00,$25.00,$18.33,,19,75,13,34,54,6,6,22,A,0,27,77,F,U,"$79,900",25,"$68,338"
0,00100904,,4,5,1,2,$15.00,$15.00,$14.00,$10.00,15,41,10,30,32,4,14,13,A,1,26,76,F,H,"$79,200",43,"$68,338"
1,00100924,$10.00,2,2,2,2,$25.00,$15.00,$15.00,$15.00,17,21,13,21,19,6,10,8,N,0,35,62,F,H,"$257,400",22,"$72,040"
0,00004804,,3,6,3,4,$20.00,$12.33,$13.67,$12.33,16,45,26,41,63,5,12,14,A,1,35,54,M,H,"$257,400",22,"$72,040"
1,00000012,$10.00,4,25,2,12,$17.00,$15.00,$14.72,$15.00,7,122,21,38,90,7,15,32,S,1,45,79,M,H,"$33,400",41,"$39,460"
1,00101113,$10.00,5,16,2,7,$10.00,$12.80,$9.63,$11.00,15,120,14,36,75,6,17,33,A,1,27,39,F,U,"$83,900",28,$0
1,00101033,$21.00,1,5,1,4,$17.00,$17.00,$13.80,$17.00,18,78,10,24,45,4,10,18,A,0,39,40,M,H,"$69,600",17,"$62,117"
0,00101013,,1,1,1,1,$15.00,$15.00,$15.00,$15.00,16,16,11,16,13,4,6,5,F,0,39,55,M,H,"$55,500",36,"$62,117"
1,00101058,$10.00,4,13,2,8,$10.00,$8.75,$8.23,$10.00,17,92,13,34,67,6,16,25,S,1,35,57,F,H,"$112,300",33,"$84,201"
1,00101109,$10.00,2,15,1,9,$10.00,$12.50,$13.80,$15.00,18,128,13,33,79,5,14,31,A,1,24,69,F,H,"$88,300",38,"$65,037"
0,00002339,,8,26,5,17,$5.00,$5.00,$3.96,$4.60,15,127,20,40,86,10,21,36,S,1,27,37,U,U,"$97,600",30,"$65,037"
1,00101143,$10.00,6,25,5,19,$5.00,$5.00,$4.40,$5.00,19,129,12,32,80,5,14,30,S,1,49,69,F,H,"$72,000",38,"$43,250"
0,00101136,,1,2,0,0,$17.00,$17.00,$16.00,,18,43,9,24,30,3,3,11,A,0,49,,M,H,"$72,300",34,"$43,250"
0,00100905,,2,4,1,2,$17.00,$18.50,$14.25,$20.00,26,75,11,30,30,5,14,13,A,0,24,33,U,U,"$88,700",38,"$58,850"
0,00101190,,5,14,4,7,$5.00,$8.80,$7.50,$8.50,24,69,8,25,49,5,15,20,A,1,45,73,F,H,"$35,400",23,"$37,308"
0,00101187,,13,32,8,15,$6.00,$7.23,$5.94,$6.63,17,89,13,33,61,6,17,26,S,1,45,34,F,U,"$38,100",19,"$37,308"
0,00186133,,4,24,2,13,$5.00,$5.00,$3.21,$5.00,10,125,19,38,72,6,14,29,S,1,45,64,M,H,"$38,100",19,"$37,308"
1,00101201,$7.00,5,27,1,10,$6.00,$6.80,$6.30,$8.00,15,130,15,36,84,6,17,32,S,1,45,71,F,U,"$33,600",33,"$40,976"
0,00101207,,3,10,2,7,$15.00,$15.00,$12.60,$14.00,24,67,12,33,55,6,16,21,S,1,43,77,F,H,"$38,000",37,"$41,330"
1,00103591,$3.00,5,10,2,3,$10.00,$7.60,$6.10,$7.50,15,85,13,31,48,5,13,19,S,1,43,,M,U,"$15,000",35,"$22,500"
1,00101264,$5.00,5,17,2,8,$10.00,$9.60,$6.83,$10.00,20,110,13,35,73,6,17,31,A,1,53,54,M,H,"$15,000",28,"$30,673"
1,00101263,$10.00,4,6,1,3,$8.00,$7.50,$6.33,$8.00,16,57,14,29,42,6,12,15,A,0,53,81,F,U,"$15,000",28,"$30,673"
1,00101290,$3.00,5,12,1,2,$3.00,$4.00,$3.25,$4.00,15,81,7,21,33,4,10,9,A,0,53,83,M,H,"$15,200",21,"$36,406"
0,00101303,,4,26,2,15,$15.00,$12.25,$8.92,$13.50,17,127,14,35,82,6,17,35,A,1,51,73,M,U,"$27,400",42,"$31,385"
0,00101310,,1,2,0,1,$20.00,$20.00,$17.50,,26,38,9,26,27,4,4,11,A,0,28,69,F,U,"$70,100",61,"$41,176"
0,00002431,,4,11,2,8,$5.00,$14.75,$15.00,$7.50,8,89,22,43,72,10,20,29,A,1,53,83,M,H,"$33,500",34,"$31,845"
0,00101385,,2,6,1,4,$25.00,$22.50,$13.33,$20.00,24,77,11,30,55,6,15,21,A,0,49,,M,H,"$51,200",32,"$45,825"
1,00101388,$10.00,8,10,6,7,$8.00,$6.13,$5.80,$6.00,21,41,12,30,34,6,16,15,S,1,43,42,M,H,"$52,600",23,"$37,100"
1,00101390,$2.00,6,7,3,3,$5.00,$2.67,$2.57,$3.00,17,30,13,26,24,6,12,10,A,1,27,40,F,H,"$59,400",39,"$49,122"
1,00101432,$8.00,10,11,6,6,$9.00,$8.20,$7.91,$7.17,18,33,14,31,30,6,15,13,S,1,51,73,M,U,"$24,000",34,"$31,750"
0,00101498,,5,11,4,5,$15.00,$8.40,$7.27,$8.50,21,44,13,32,38,6,17,17,S,1,51,,F,U,"$23,200",30,$0
0,00001007,,8,46,7,25,$9.00,$7.75,$6.00,$7.71,17,131,23,42,116,8,18,45,S,1,51,66,F,H,"$26,600",29,"$29,327"
1,00101584,$10.00,5,29,2,13,$5.00,$6.20,$4.02,$7.50,18,130,12,31,79,5,15,32,S,1,36,57,M,U,"$39,100",35,$0
1,00101596,$16.00,4,12,2,8,$10.00,$18.75,$17.75,$17.50,16,113,14,36,74,6,17,32,S,1,53,,F,U,"$31,300",35,"$27,338"
1,00186880,$5.00,4,27,1,15,$10.00,$10.00,$7.63,$10.00,4,128,19,38,90,7,15,32,S,1,53,58,F,H,"$31,300",35,"$27,338"
1,00101614,$21.00,3,12,1,4,$15.00,$26.33,$13.33,$40.00,19,123,8,24,46,4,12,16,A,0,48,53,F,H,"$32,000",38,"$25,649"
1,00101665,$5.00,13,43,7,23,$6.00,$5.38,$4.07,$4.57,15,129,15,36,81,6,17,32,S,1,40,24,F,H,"$80,300",28,"$59,705"
1,00101654,$18.00,5,6,3,4,$16.00,$16.40,$15.33,$12.67,22,41,12,33,34,6,16,15,A,1,27,55,F,H,"$63,400",31,"$59,705"
1,00101676,$15.00,3,8,2,5,$15.00,$14.00,$10.13,$13.50,20,88,13,31,54,6,14,22,A,1,24,63,M,H,"$116,200",35,"$63,034"
1,00101673,$20.00,3,6,0,2,$25.00,$15.00,$10.83,,18,45,15,36,40,6,6,16,S,1,24,40,F,U,"$116,200",30,$0
1,00101674,$5.00,3,14,1,5,$15.00,$10.33,$6.71,$8.00,18,57,13,35,69,6,17,25,A,1,40,47,M,H,"$112,500",32,"$63,034"
0,00101689,,0,1,0,0,$15.00,$0.00,$15.00,,22,22,9,9,14,3,3,5,N,0,36,,F,U,"$57,300",34,"$49,833"
0,00101743,,1,2,1,1,$15.00,$15.00,$15.00,$15.00,24,44,9,25,30,4,10,11,A,0,45,32,M,U,"$43,300",33,"$43,019"
0,00101842,,3,6,2,3,$13.00,$11.67,$7.67,$12.00,16,93,10,22,33,5,10,12,A,0,16,86,F,H,"$38,500",36,"$40,212"
0,00101779,,4,10,3,6,$7.00,$6.00,$5.80,$6.33,16,66,11,29,48,5,12,18,S,1,30,49,M,H,"$46,400",24,"$40,212"
0,00101761,,1,1,1,1,$15.00,$15.00,$15.00,$15.00,16,16,11,16,13,4,6,5,F,0,33,69,F,H,"$37,500",33,"$40,212"
1,00101774,$8.00,9,18,4,7,$9.00,$9.44,$8.22,$10.25,18,52,13,33,46,6,17,19,S,1,30,35,F,H,"$46,400",24,"$40,212"
1,00101803,$25.00,2,3,2,2,$10.00,$6.50,$11.00,$6.50,21,28,12,25,23,6,12,10,A,0,30,50,F,H,"$54,400",56,"$40,540"
0,00101823,,1,15,1,11,$20.00,$20.00,$10.00,$20.00,17,125,13,32,75,6,15,29,A,1,28,60,F,H,"$68,800",42,"$40,540"
0,00101856,,4,5,3,3,$11.00,$6.50,$6.20,$7.00,24,39,11,31,32,6,15,14,A,1,28,48,M,H,"$58,400",55,"$51,335"
1,00101855,$10.00,6,7,5,5,$10.00,$8.17,$7.86,$7.80,17,33,14,31,32,6,15,13,S,1,27,73,M,H,"$87,100",33,"$51,335"
1,00101889,$16.00,3,8,2,6,$16.00,$17.00,$13.50,$15.50,24,122,12,31,63,6,16,29,A,0,18,46,F,H,"$66,200",30,"$47,076"
1,00004150,$14.00,3,16,0,8,$12.00,$16.33,$10.75,,17,126,20,41,97,6,6,32,A,1,27,52,F,H,"$58,000",29,"$47,076"
0,00008234,,2,10,1,4,$0.00,$12.50,$11.20,$15.00,5,65,34,54,81,5,14,18,A,0,35,59,F,H,"$87,000",30,"$60,508"
0,00101919,,1,2,1,1,$15.00,$10.00,$12.50,$10.00,26,29,11,24,23,4,10,9,A,0,35,36,F,U,"$87,000",30,"$60,508"
0,00101938,,1,1,1,1,$25.00,$25.00,$25.00,$25.00,17,17,11,16,14,5,7,6,F,0,53,67,M,H,"$36,400",31,"$41,667"
0,00101945,,4,5,3,3,$5.00,$6.25,$6.00,$6.67,15,29,15,28,25,6,12,10,A,1,40,33,M,H,"$70,300",31,"$62,010"
1,00101972,$25.00,1,1,1,1,$20.00,$20.00,$20.00,$20.00,17,17,10,15,13,4,6,5,F,0,39,,F,U,"$84,400",35,$0
1,00101989,$5.00,5,32,1,15,$5.00,$5.40,$3.06,$5.00,15,114,11,31,78,5,14,32,S,1,49,74,F,U,"$52,300",32,"$45,069"
0,00104709,,1,1,1,1,$20.00,$20.00,$20.00,$20.00,21,21,11,18,17,4,7,6,F,0,07,,F,U,"$77,500",31,$0
1,00102011,$30.00,3,13,1,6,$28.00,$27.00,$19.92,$25.00,15,93,13,34,69,5,15,26,L,1,43,43,F,U,"$57,600",35,"$57,228"
1,00102030,$25.00,1,1,1,1,$25.00,$25.00,$25.00,$25.00,17,17,11,15,13,5,7,6,F,0,35,68,F,H,"$90,000",29,"$61,219"
0,00102037,,2,7,0,3,$25.00,$22.50,$15.00,,26,74,11,31,55,5,5,19,A,1,49,32,F,H,"$48,500",36,"$42,176"
0,00102093,,2,2,2,2,$15.00,$12.50,$12.50,$12.50,21,32,10,25,25,4,11,10,A,0,10,,M,U,$0,0,$0
0,00102099,,2,5,1,2,$15.00,$13.50,$11.60,$15.00,24,44,12,34,38,6,17,17,A,0,31,73,M,U,"$32,500",0,"$19,618"
0,00102101,,2,3,1,1,$12.00,$11.00,$9.00,$12.00,16,20,14,22,19,6,10,8,N,0,10,61,M,H,"$30,000",22,"$27,121"
1,00002757,$10.00,4,17,3,6,$5.00,$9.00,$8.35,$8.67,17,76,24,45,71,11,21,28,S,1,09,35,F,U,"$77,000",11,"$31,563"
1,00102186,$15.00,2,10,2,4,$20.00,$19.00,$14.70,$19.00,16,88,8,20,46,4,12,19,A,0,16,81,F,H,"$43,600",33,"$56,157"
0,00102169,,1,1,1,1,$15.00,$15.00,$15.00,$15.00,24,24,7,17,15,3,7,6,N,0,23,77,M,H,"$71,000",36,"$56,157"
0,00102180,,5,9,0,3,$15.00,$10.80,$8.33,,18,75,13,33,52,6,6,20,S,1,16,,U,U,"$52,100",35,$0
1,00102163,$30.00,1,1,1,1,$25.00,$25.00,$25.00,$25.00,15,15,11,15,13,5,7,6,F,0,23,54,F,H,"$82,500",41,"$56,157"
