Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nn,00401050,9,"Sunday, January 27, 2013 19:04:03 UTC",38.1313,-118.2648,2.1,13.90,19,"Nevada"
us,c000ewfr,8,"Sunday, January 27, 2013 18:41:48 UTC",36.5255,140.5339,5.1,70.90,117,"near the east coast of Honshu, Japan"
nc,71929751,0,"Sunday, January 27, 2013 18:14:04 UTC",36.5580,-121.0658,1.3,7.00, 6,"Central California"
se,012713a,A,"Sunday, January 27, 2013 18:10:24 UTC",35.2656,-84.3268,1.5,18.40, 9,"eastern Tennessee"
ak,10645753,1,"Sunday, January 27, 2013 18:03:44 UTC",62.1205,-148.1189,1.3,29.90, 9,"Central Alaska"
ci,15278297,2,"Sunday, January 27, 2013 18:03:05 UTC",33.5198,-116.4220,2.0,10.30,109,"Southern California"
nc,71929741,0,"Sunday, January 27, 2013 18:02:25 UTC",38.8393,-122.7990,1.0,1.80,11,"Northern California"
pr,13027004,0,"Sunday, January 27, 2013 17:58:22 UTC",18.8010,-64.1484,2.2,39.00, 5,"Virgin Islands region"
ci,15278281,0,"Sunday, January 27, 2013 17:25:55 UTC",32.6498,-115.9317,1.6,10.60,20,"Southern California"
nn,00401044,9,"Sunday, January 27, 2013 17:10:36 UTC",38.1593,-118.0120,2.1,5.40,15,"Nevada"
nc,71929701,3,"Sunday, January 27, 2013 17:09:48 UTC",39.5483,-121.9962,1.8,13.40,25,"Northern California"
ci,15278257,2,"Sunday, January 27, 2013 17:02:54 UTC",34.0280,-116.8440,1.2,23.40,51,"Southern California"
ci,15278249,2,"Sunday, January 27, 2013 17:02:54 UTC",34.0315,-116.8453,1.2,23.50,47,"Southern California"
mb,13496747,2,"Sunday, January 27, 2013 17:00:13 UTC",44.3895,-114.8388,1.8,9.80,14,"southern Idaho"
mb,13102134,2,"Sunday, January 27, 2013 16:55:05 UTC",45.9069,-111.3696,1.3,4.90,15,"western Montana"
ci,15278241,4,"Sunday, January 27, 2013 16:49:52 UTC",34.0198,-117.2262,1.1,12.60,46,"Greater Los Angeles area, California"
ak,10645730,1,"Sunday, January 27, 2013 16:35:27 UTC",60.3410,-152.2231,2.0,81.90, 8,"Southern Alaska"
uu,60011582,2,"Sunday, January 27, 2013 16:12:00 UTC",39.6335,-110.4197,1.6,3.40, 7,"Utah"
nc,71929676,0,"Sunday, January 27, 2013 16:11:46 UTC",38.1902,-122.1763,1.7,3.70, 7,"San Francisco Bay area, California"
ci,15278225,2,"Sunday, January 27, 2013 15:48:45 UTC",34.0182,-117.2265,1.0,11.90,25,"Greater Los Angeles area, California"
uw,60497767,2,"Sunday, January 27, 2013 15:32:27 UTC",46.5273,-122.3177,1.1,21.90,39,"Washington"
uw,60497762,1,"Sunday, January 27, 2013 15:26:25 UTC",43.7848,-121.3387,1.0,8.10,11,"Oregon"
nc,71929671,1,"Sunday, January 27, 2013 15:25:48 UTC",38.8090,-122.8118,1.9,2.20,37,"Northern California"
ak,10645716,1,"Sunday, January 27, 2013 15:23:26 UTC",63.4085,-148.9017,1.8,0.00, 9,"Central Alaska"
ci,15278209,0,"Sunday, January 27, 2013 14:53:02 UTC",34.0192,-117.2315,2.2,11.90,127,"Greater Los Angeles area, California"
us,2013kxau,5,"Sunday, January 27, 2013 14:34:33 UTC",-35.5968,-108.7381,4.7,10.00,27,"southern East Pacific Rise"
us,2013kxat,4,"Sunday, January 27, 2013 14:24:12 UTC",4.9527,95.8501,4.6,45.60,34,"northern Sumatra, Indonesia"
ak,10645705,1,"Sunday, January 27, 2013 14:18:34 UTC",59.8742,-152.7613,2.4,107.10,22,"Southern Alaska"
ci,15278193,0,"Sunday, January 27, 2013 14:09:16 UTC",35.4500,-118.3570,1.5,4.50,23,"Central California"
nc,71929641,1,"Sunday, January 27, 2013 14:02:22 UTC",38.8160,-122.8142,1.8,1.30,27,"Northern California"
us,c000ewe6,C,"Sunday, January 27, 2013 13:50:37 UTC",-35.1633,-108.5225,5.1,10.00,240,"southern East Pacific Rise"
nc,71929626,0,"Sunday, January 27, 2013 13:31:54 UTC",38.8118,-122.8125,1.0,1.70,20,"Northern California"
mb,13707521,2,"Sunday, January 27, 2013 13:29:16 UTC",45.6145,-111.7513,1.2,6.30,13,"western Montana"
nc,71929616,2,"Sunday, January 27, 2013 13:18:30 UTC",36.5105,-121.0380,1.0,7.70,15,"Central California"
ci,15278185,2,"Sunday, January 27, 2013 13:07:22 UTC",32.1668,-115.2207,2.3,2.60,17,"Baja California, Mexico"
ak,10645688,2,"Sunday, January 27, 2013 12:51:33 UTC",59.4037,-152.8335,2.3,70.70,18,"Southern Alaska"
ak,10645683,1,"Sunday, January 27, 2013 12:39:15 UTC",63.6111,-147.5207,1.7,0.10,12,"Central Alaska"
nc,71929596,2,"Sunday, January 27, 2013 12:35:59 UTC",38.8342,-122.7750,1.1,2.50,23,"Northern California"
pr,13027003,0,"Sunday, January 27, 2013 12:34:30 UTC",19.0702,-63.7918,3.2,9.00, 8,"Virgin Islands region"
nc,71929591,0,"Sunday, January 27, 2013 12:21:35 UTC",38.8285,-122.8515,1.0,2.60,23,"Northern California"
ak,10645675,1,"Sunday, January 27, 2013 12:07:37 UTC",62.1572,-149.7106,1.5,24.50, 9,"Central Alaska"
ak,10645671,1,"Sunday, January 27, 2013 12:00:08 UTC",60.3004,-151.1913,1.8,8.50,12,"Kenai Peninsula, Alaska"
pr,13027002,0,"Sunday, January 27, 2013 11:47:25 UTC",17.9853,-65.3796,2.5,17.00,11,"Puerto Rico region"
us,c000ewdp,8,"Sunday, January 27, 2013 11:39:12 UTC",32.3908,141.8446,4.6,34.40,67,"Izu Islands, Japan region"
ak,10645665,1,"Sunday, January 27, 2013 11:35:14 UTC",59.9111,-140.1559,2.4,10.30,17,"Southeastern Alaska"
ak,10645662,2,"Sunday, January 27, 2013 11:23:25 UTC",52.6818,-169.5304,3.7,5.40,15,"Fox Islands, Aleutian Islands, Alaska"
pr,13027001,0,"Sunday, January 27, 2013 11:06:44 UTC",18.0860,-66.0725,3.0,22.00,22,"Puerto Rico"
ak,10645659,1,"Sunday, January 27, 2013 10:56:57 UTC",63.1523,-151.3558,1.6,5.00, 7,"Central Alaska"
nc,71929581,2,"Sunday, January 27, 2013 10:51:44 UTC",36.0133,-120.9625,1.6,6.50,41,"Central California"
nc,71929576,2,"Sunday, January 27, 2013 10:32:54 UTC",36.2892,-120.8388,1.5,8.60,34,"Central California"
ak,10645652,1,"Sunday, January 27, 2013 10:18:10 UTC",60.0636,-141.1076,2.0,12.10, 5,"Southern Alaska"
ak,10645646,1,"Sunday, January 27, 2013 10:17:59 UTC",59.9279,-151.3173,1.7,70.00, 8,"Kenai Peninsula, Alaska"
ak,10645655,2,"Sunday, January 27, 2013 10:17:58 UTC",59.7946,-151.4453,2.0,79.10,17,"Kenai Peninsula, Alaska"
us,c000ewcv,A,"Sunday, January 27, 2013 09:59:27 UTC",-16.1052,-173.2403,5.7,8.60,512,"Tonga"
nc,71929561,0,"Sunday, January 27, 2013 09:55:01 UTC",38.8432,-122.8318,1.2,2.30,19,"Northern California"
ci,15278169,2,"Sunday, January 27, 2013 09:31:24 UTC",34.0232,-117.2253,1.0,12.10,14,"Greater Los Angeles area, California"
ak,10645632,1,"Sunday, January 27, 2013 09:19:59 UTC",60.2673,-148.7615,1.9,12.30, 7,"Kenai Peninsula, Alaska"
nc,71929556,2,"Sunday, January 27, 2013 09:14:59 UTC",38.5153,-122.2952,1.8,1.30,32,"Northern California"
nc,71929551,3,"Sunday, January 27, 2013 08:59:09 UTC",39.6343,-121.9843,1.3,15.30,14,"Northern California"
nn,00401026,9,"Sunday, January 27, 2013 08:53:18 UTC",38.6459,-118.3146,1.0,4.00, 4,"Nevada"
ak,10645628,2,"Sunday, January 27, 2013 08:48:54 UTC",51.5696,-178.6676,2.1,25.80,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10645794,2,"Sunday, January 27, 2013 08:46:36 UTC",52.2451,-175.4162,3.2,230.80,10,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60011562,4,"Sunday, January 27, 2013 08:45:51 UTC",44.4425,-111.0167,1.3,6.40,14,"Yellowstone National Park, Wyoming"
ak,10645621,1,"Sunday, January 27, 2013 08:34:04 UTC",62.2322,-149.8804,1.7,16.40, 9,"Central Alaska"
ci,15278145,0,"Sunday, January 27, 2013 08:25:05 UTC",32.7878,-116.6390,1.7,18.00,48,"Southern California"
nn,00401024,9,"Sunday, January 27, 2013 08:22:06 UTC",39.5374,-119.9683,1.5,6.20,19,"Nevada"
nc,71929541,1,"Sunday, January 27, 2013 08:21:46 UTC",38.5257,-122.6568,1.7,6.40,14,"Northern California"
ak,10645612,1,"Sunday, January 27, 2013 08:03:59 UTC",62.9425,-148.8327,1.3,9.10, 5,"Central Alaska"
us,c000ewc9,5,"Sunday, January 27, 2013 07:46:59 UTC",-58.8344,-25.2205,4.7,35.00,18,"South Sandwich Islands region"
us,c000ewc1,6,"Sunday, January 27, 2013 07:24:33 UTC",-58.7570,-25.2290,4.7,35.00,18,"South Sandwich Islands region"
ci,15278137,0,"Sunday, January 27, 2013 07:21:36 UTC",32.8990,-116.2652,1.7,7.10,70,"Southern California"
hv,60459571,2,"Sunday, January 27, 2013 06:55:59 UTC",19.3362,-155.1438,2.3,4.80,39,"Island of Hawaii, Hawaii"
nn,00401021,9,"Sunday, January 27, 2013 06:45:49 UTC",38.5242,-118.1547,1.4,8.50, 8,"Nevada"
ci,15278121,0,"Sunday, January 27, 2013 06:40:21 UTC",34.0218,-117.2275,1.2,12.30,43,"Greater Los Angeles area, California"
ak,10645597,1,"Sunday, January 27, 2013 06:28:14 UTC",62.0949,-150.5379,1.6,14.50,11,"Central Alaska"
nc,71929516,1,"Sunday, January 27, 2013 06:20:29 UTC",38.8255,-122.8258,1.3,2.70,26,"Northern California"
nn,00401018,9,"Sunday, January 27, 2013 06:16:16 UTC",38.5383,-118.1550,1.6,5.40,13,"Nevada"
nc,71929511,0,"Sunday, January 27, 2013 06:14:37 UTC",38.8188,-122.7627,1.2,2.10,24,"Northern California"
ci,15278097,0,"Sunday, January 27, 2013 06:14:36 UTC",34.0190,-117.2298,1.7,12.30,120,"Greater Los Angeles area, California"
ci,15278073,0,"Sunday, January 27, 2013 06:00:41 UTC",34.0193,-117.2310,2.1,13.10,136,"Greater Los Angeles area, California"
ci,15278041,2,"Sunday, January 27, 2013 05:54:00 UTC",34.0177,-117.2270,1.0,12.40,68,"Greater Los Angeles area, California"
ci,15278033,2,"Sunday, January 27, 2013 05:45:13 UTC",34.0202,-117.2305,1.0,12.30,41,"Greater Los Angeles area, California"
ci,15278025,0,"Sunday, January 27, 2013 05:42:20 UTC",34.0215,-117.2305,1.6,12.20,105,"Greater Los Angeles area, California"
hv,60459556,1,"Sunday, January 27, 2013 05:31:56 UTC",19.1975,-155.5177,1.9,38.40,33,"Island of Hawaii, Hawaii"
us,c000ewba,6,"Sunday, January 27, 2013 05:06:48 UTC",31.5032,103.3783,4.3,21.80,28,"eastern Sichuan, China"
nc,71929481,1,"Sunday, January 27, 2013 05:03:01 UTC",38.8292,-122.8065,1.4,1.00,27,"Northern California"
ci,15278017,0,"Sunday, January 27, 2013 04:59:04 UTC",36.0403,-117.3477,1.6,3.70,22,"Central California"
ak,10645573,1,"Sunday, January 27, 2013 04:55:09 UTC",65.2271,-149.5118,1.3,9.80, 7,"northern Alaska"
nc,71929476,3,"Sunday, January 27, 2013 04:51:48 UTC",39.5465,-122.0043,1.9,14.10,29,"Northern California"
nn,00401016,9,"Sunday, January 27, 2013 04:45:26 UTC",37.1952,-114.5805,1.9,0.40, 6,"Nevada"
ak,10645569,2,"Sunday, January 27, 2013 04:44:24 UTC",53.6139,-165.8601,1.6,8.70,12,"Fox Islands, Aleutian Islands, Alaska"
ak,10645568,2,"Sunday, January 27, 2013 04:41:15 UTC",54.5007,-161.2490,2.0,4.80, 8,"Alaska Peninsula"
ak,10645566,2,"Sunday, January 27, 2013 04:35:45 UTC",52.2776,-175.7020,2.0,216.70,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10645564,1,"Sunday, January 27, 2013 04:16:45 UTC",62.1046,-150.7022,1.7,73.20,13,"Central Alaska"
hv,60459531,2,"Sunday, January 27, 2013 04:15:57 UTC",19.4065,-155.2635,2.3,14.50,52,"Island of Hawaii, Hawaii"
ak,10645555,1,"Sunday, January 27, 2013 04:14:35 UTC",63.5132,-150.8324,1.6,0.00,11,"Central Alaska"
ci,15278009,0,"Sunday, January 27, 2013 04:07:44 UTC",32.9112,-116.2460,1.3,6.50,34,"Southern California"
us,c000ewb3,7,"Sunday, January 27, 2013 04:05:42 UTC",-5.1704,102.9402,5.0,58.10,75,"southern Sumatra, Indonesia"
ci,15278001,0,"Sunday, January 27, 2013 03:54:27 UTC",35.5633,-118.5257,1.7,0.20,18,"Central California"
hv,60459521,1,"Sunday, January 27, 2013 03:50:13 UTC",19.2960,-155.3797,1.7,4.10, 8,"Island of Hawaii, Hawaii"
hv,60459516,5,"Sunday, January 27, 2013 03:43:56 UTC",19.9247,-155.5365,3.2,21.10,72,"Island of Hawaii, Hawaii"
ak,10645533,1,"Sunday, January 27, 2013 03:25:17 UTC",62.1638,-149.5764,1.6,42.90,12,"Central Alaska"
ak,10645528,1,"Sunday, January 27, 2013 03:18:17 UTC",63.2917,-149.2427,2.1,0.00,28,"Central Alaska"
us,c000ewax,6,"Sunday, January 27, 2013 03:17:57 UTC",34.2925,-106.7086,2.9,5.00,25,"New Mexico"
ci,15277993,3,"Sunday, January 27, 2013 02:47:04 UTC",33.6302,-116.6880,1.1,17.10,78,"Southern California"
nc,71929446,2,"Sunday, January 27, 2013 02:24:30 UTC",37.5802,-122.5008,1.2,6.90,21,"San Francisco Bay area, California"
nc,71929426,1,"Sunday, January 27, 2013 01:55:51 UTC",36.8237,-121.5548,2.8,5.40,58,"Central California"
uu,60011542,4,"Sunday, January 27, 2013 01:38:24 UTC",44.7305,-110.3810,1.0,6.00, 7,"Yellowstone National Park, Wyoming"
nc,71929416,4,"Sunday, January 27, 2013 01:32:20 UTC",37.6378,-119.3767,1.1,7.20,13,"Central California"
nc,71929411,1,"Sunday, January 27, 2013 01:23:15 UTC",38.7873,-122.7625,1.5,1.20,23,"Northern California"
us,c000ewag,4,"Sunday, January 27, 2013 00:56:18 UTC",-44.6350,37.4337,4.8,15.20,21,"Prince Edward Islands region"
hv,60459466,2,"Sunday, January 27, 2013 00:34:27 UTC",19.3460,-155.0892,2.5,6.90,35,"Island of Hawaii, Hawaii"
pr,13027000,0,"Sunday, January 27, 2013 00:29:54 UTC",18.0025,-65.6183,2.4,18.00, 5,"Puerto Rico region"
us,c000ewaa,5,"Sunday, January 27, 2013 00:27:18 UTC",-9.5294,121.8910,4.9,59.50,55,"Savu Sea"
nc,71929386,2,"Sunday, January 27, 2013 00:24:22 UTC",36.2983,-120.8752,1.1,5.10,11,"Central California"
ak,10645501,1,"Sunday, January 27, 2013 00:04:28 UTC",60.1621,-150.5398,2.6,35.10,12,"Kenai Peninsula, Alaska"
ak,10645497,2,"Sunday, January 27, 2013 00:04:18 UTC",61.6813,-151.5137,2.2,74.60,23,"Southern Alaska"
ak,10647325,2,"Saturday, January 26, 2013 23:01:23 UTC",60.1444,-153.3552,2.2,123.00,20,"Southern Alaska"
ak,10645491,2,"Saturday, January 26, 2013 22:47:33 UTC",63.2806,-152.3891,1.4,13.10,11,"Central Alaska"
ak,10647323,2,"Saturday, January 26, 2013 22:37:53 UTC",54.5614,-161.7739,1.5,20.60, 6,"Alaska Peninsula"
ak,10645490,2,"Saturday, January 26, 2013 22:20:18 UTC",53.0282,-166.9380,2.3,25.40,16,"Fox Islands, Aleutian Islands, Alaska"
nn,00400996,9,"Saturday, January 26, 2013 22:13:21 UTC",38.1556,-118.0311,1.6,0.00, 9,"Nevada"
ci,15277945,0,"Saturday, January 26, 2013 22:09:24 UTC",32.9265,-116.3025,1.8,5.10,75,"Southern California"
ak,10647321,2,"Saturday, January 26, 2013 22:07:22 UTC",55.7006,-160.5081,1.8,97.10, 8,"Alaska Peninsula"
nc,71929331,3,"Saturday, January 26, 2013 22:01:24 UTC",38.0620,-118.9480,1.9,9.20,39,"Central California"
ak,10647320,2,"Saturday, January 26, 2013 21:58:53 UTC",53.1633,-168.5518,1.9,6.60, 7,"Fox Islands, Aleutian Islands, Alaska"
ak,10647319,2,"Saturday, January 26, 2013 21:56:03 UTC",62.3401,-150.9370,1.5,69.30,18,"Central Alaska"
nc,71929326,0,"Saturday, January 26, 2013 21:54:11 UTC",38.7878,-122.7622,1.0,1.60,16,"Northern California"
ak,10647318,2,"Saturday, January 26, 2013 21:42:47 UTC",51.8980,-171.5368,2.4,25.60,13,"Fox Islands, Aleutian Islands, Alaska"
nn,00400985,9,"Saturday, January 26, 2013 21:38:24 UTC",38.1484,-117.9847,1.4,6.10,12,"Nevada"
ak,10645479,3,"Saturday, January 26, 2013 21:19:45 UTC",51.6554,-175.9629,1.3,52.30,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10647316,2,"Saturday, January 26, 2013 21:17:11 UTC",58.9950,-152.9587,2.3,67.90,30,"Kodiak Island region, Alaska"
ak,10647315,2,"Saturday, January 26, 2013 21:14:53 UTC",53.5276,-165.1230,1.9,15.30,14,"Fox Islands, Aleutian Islands, Alaska"
ak,10645476,2,"Saturday, January 26, 2013 21:02:43 UTC",60.1714,-152.4558,2.2,90.70,38,"Southern Alaska"
ak,10645475,3,"Saturday, January 26, 2013 21:01:43 UTC",51.4595,-177.7326,1.4,38.90,11,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15277913,0,"Saturday, January 26, 2013 20:38:03 UTC",33.1673,-116.4290,1.5,14.30,58,"Southern California"
ci,15277897,0,"Saturday, January 26, 2013 20:33:08 UTC",33.0172,-116.4447,1.3,11.00,37,"Southern California"
nm,012813b,A,"Saturday, January 26, 2013 20:25:37 UTC",35.2933,-92.3078,2.0,7.00,11,"Arkansas"
ci,15277889,2,"Saturday, January 26, 2013 20:16:47 UTC",34.3433,-116.8777,1.0,0.00,18,"Southern California"
ci,15277881,0,"Saturday, January 26, 2013 20:06:02 UTC",34.2008,-117.3937,1.3,12.20,33,"Greater Los Angeles area, California"
ci,15277873,2,"Saturday, January 26, 2013 19:52:53 UTC",34.3325,-116.8812,1.1,0.00,10,"Southern California"
nc,71929286,1,"Saturday, January 26, 2013 19:23:34 UTC",38.7970,-122.7798,1.9,3.90,36,"Northern California"
uu,60011502,2,"Saturday, January 26, 2013 19:16:20 UTC",37.6882,-112.3940,1.2,4.10,14,"Utah"
ak,10645462,2,"Saturday, January 26, 2013 19:12:54 UTC",63.4225,-145.9915,1.3,3.20,17,"Central Alaska"
ak,10647309,2,"Saturday, January 26, 2013 19:09:12 UTC",51.3599,178.5036,2.1,40.80, 8,"Rat Islands, Aleutian Islands, Alaska"
nc,71929281,4,"Saturday, January 26, 2013 18:52:09 UTC",40.1567,-123.8485,1.8,23.30,32,"Northern California"
ak,10647308,2,"Saturday, January 26, 2013 18:50:04 UTC",51.6760,-174.8113,1.4,15.90,10,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71929271,4,"Saturday, January 26, 2013 18:39:24 UTC",37.1725,-122.3595,2.6,10.60,138,"Northern California"
ak,10645457,2,"Saturday, January 26, 2013 18:27:07 UTC",62.9137,-149.0097,1.1,16.50,15,"Central Alaska"
nc,71929266,2,"Saturday, January 26, 2013 18:24:12 UTC",36.1458,-120.2477,1.5,7.60,28,"Central California"
ak,10647306,2,"Saturday, January 26, 2013 18:14:32 UTC",54.6633,-160.9272,1.6,13.20, 7,"Alaska Peninsula"
ci,15277849,0,"Saturday, January 26, 2013 17:56:46 UTC",33.0387,-116.4440,1.7,9.10,84,"Southern California"
nc,71929251,2,"Saturday, January 26, 2013 17:51:08 UTC",36.2732,-120.8367,1.8,7.70,33,"Central California"
nc,71929246,9,"Saturday, January 26, 2013 17:49:43 UTC",36.2682,-120.8417,3.4,7.60,97,"Central California"
nc,71929236,2,"Saturday, January 26, 2013 17:46:13 UTC",36.7370,-121.4063,1.4,7.20,29,"Central California"
us,c000ew2h,6,"Saturday, January 26, 2013 17:31:13 UTC",5.4858,127.0480,5.0,119.70,63,"Philippine Islands region"
ak,10647305,2,"Saturday, January 26, 2013 17:29:33 UTC",60.0807,-152.6593,1.4,93.00,11,"Southern Alaska"
nc,71929201,2,"Saturday, January 26, 2013 16:59:55 UTC",36.2708,-120.8405,2.0,7.50,64,"Central California"
nc,71929191,1,"Saturday, January 26, 2013 16:52:03 UTC",38.7952,-122.8060,1.3,3.10,28,"Northern California"
us,c000evyz,8,"Saturday, January 26, 2013 16:25:05 UTC",64.3717,-130.8106,3.8,10.00,38,"Northwest Territories, Canada"
ak,10645421,2,"Saturday, January 26, 2013 16:12:44 UTC",51.3790,179.5095,3.4,51.60,28,"Rat Islands, Aleutian Islands, Alaska"
nn,00400967,9,"Saturday, January 26, 2013 15:58:40 UTC",38.9462,-118.6960,1.4,14.10,11,"Nevada"
ak,10645414,2,"Saturday, January 26, 2013 15:49:21 UTC",54.2432,-165.3322,2.2,77.40,19,"Fox Islands, Aleutian Islands, Alaska"
us,c000evx5,A,"Saturday, January 26, 2013 15:41:16 UTC",39.7489,77.3028,4.8,35.30,34,"southern Xinjiang, China"
nc,71929161,3,"Saturday, January 26, 2013 15:22:49 UTC",36.0755,-120.6473,1.1,2.00,34,"Central California"
nc,71929156,0,"Saturday, January 26, 2013 15:10:53 UTC",38.8378,-122.8487,1.4,1.30,21,"Northern California"
us,c000evwx,5,"Saturday, January 26, 2013 15:10:51 UTC",38.2948,46.8144,4.8,18.40,35,"northwestern Iran"
uw,60497617,3,"Saturday, January 26, 2013 15:10:00 UTC",47.8815,-121.6528,1.7,8.80,31,"Washington"
nn,00400963,9,"Saturday, January 26, 2013 15:08:21 UTC",38.5208,-119.3996,1.4,1.10, 9,"Central California"
ak,10647302,2,"Saturday, January 26, 2013 15:07:24 UTC",63.5596,-147.4003,1.1,6.60,17,"Central Alaska"
nn,00400962,9,"Saturday, January 26, 2013 14:34:28 UTC",38.5146,-119.4199,1.2,4.00, 8,"Central California"
ak,10645400,2,"Saturday, January 26, 2013 14:32:26 UTC",62.3615,-149.0947,1.2,4.60,18,"Central Alaska"
ak,10647300,2,"Saturday, January 26, 2013 14:20:57 UTC",58.9227,-154.3510,2.3,125.40,29,"Alaska Peninsula"
ci,15277745,0,"Saturday, January 26, 2013 14:11:24 UTC",33.3773,-116.8410,1.1,9.50,51,"Southern California"
ci,15277737,0,"Saturday, January 26, 2013 14:04:25 UTC",35.4860,-118.2897,1.6,8.20,25,"Central California"
ci,15277729,0,"Saturday, January 26, 2013 14:02:40 UTC",36.0778,-117.8785,2.3,0.40,24,"Central California"
ci,15277713,0,"Saturday, January 26, 2013 14:00:34 UTC",32.5807,-115.7012,1.6,8.90,25,"Baja California, Mexico"
ak,10645390,2,"Saturday, January 26, 2013 13:23:57 UTC",62.0753,-145.2616,1.8,22.20,23,"Central Alaska"
nc,71929141,8,"Saturday, January 26, 2013 13:10:38 UTC",39.8178,-123.6253,3.5,6.30,38,"Northern California"
ci,15277697,0,"Saturday, January 26, 2013 12:52:13 UTC",34.0417,-117.2505,1.3,19.90,68,"Greater Los Angeles area, California"
nc,71929126,1,"Saturday, January 26, 2013 12:46:43 UTC",38.8168,-122.8152,2.0,2.70,35,"Northern California"
nc,71929131,2,"Saturday, January 26, 2013 12:46:43 UTC",38.8170,-122.8157,1.9,2.50,36,"Northern California"
nc,71929121,0,"Saturday, January 26, 2013 12:34:08 UTC",38.8205,-122.7635,1.0,2.40,18,"Northern California"
nc,71929106,2,"Saturday, January 26, 2013 12:10:44 UTC",35.5607,-120.8107,1.4,4.80,52,"Central California"
ak,10645378,2,"Saturday, January 26, 2013 12:00:51 UTC",51.4989,-178.1376,2.9,10.00,24,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10647297,2,"Saturday, January 26, 2013 11:59:36 UTC",53.2325,-165.4815,2.0,25.00,17,"Fox Islands, Aleutian Islands, Alaska"
ak,10645374,2,"Saturday, January 26, 2013 11:53:46 UTC",62.8591,-150.7664,1.6,94.40,30,"Central Alaska"
ak,10645373,2,"Saturday, January 26, 2013 11:51:59 UTC",63.1851,-147.1798,1.3,9.10,20,"Central Alaska"
nc,71929101,4,"Saturday, January 26, 2013 11:48:22 UTC",40.4310,-123.5725,1.4,8.70,20,"Northern California"
ak,10647294,2,"Saturday, January 26, 2013 11:47:13 UTC",51.9332,179.1901,2.6,191.30, 9,"Rat Islands, Aleutian Islands, Alaska"
ak,10645366,2,"Saturday, January 26, 2013 11:32:48 UTC",59.5000,-153.4943,2.9,114.30,71,"Southern Alaska"
nc,71929081,3,"Saturday, January 26, 2013 11:23:30 UTC",38.8063,-122.7975,2.0,3.40,52,"Northern California"
ak,10645362,2,"Saturday, January 26, 2013 11:18:15 UTC",61.8300,-154.2006,1.8,1.60,13,"Southern Alaska"
ci,15277673,0,"Saturday, January 26, 2013 11:17:49 UTC",32.6072,-115.6902,1.4,11.80,21,"Baja California, Mexico"
ak,10645358,2,"Saturday, January 26, 2013 11:15:03 UTC",63.2479,-144.8080,1.3,8.90,19,"Central Alaska"
ak,10645355,2,"Saturday, January 26, 2013 11:12:33 UTC",60.4129,-152.1227,2.0,91.90,35,"Southern Alaska"
ci,15277665,0,"Saturday, January 26, 2013 11:12:21 UTC",34.8777,-120.3227,1.8,0.70,13,"Central California"
us,c000evw5,6,"Saturday, January 26, 2013 11:01:41 UTC",-6.1335,149.8114,4.9,41.30,65,"New Britain region, Papua New Guinea"
ci,15277657,0,"Saturday, January 26, 2013 10:48:29 UTC",32.4860,-115.5793,1.5,9.60,15,"Baja California, Mexico"
ci,15277649,0,"Saturday, January 26, 2013 10:33:58 UTC",34.1245,-117.4122,1.2,5.80,54,"Greater Los Angeles area, California"
ak,10647288,2,"Saturday, January 26, 2013 10:33:04 UTC",52.3025,-174.5734,2.0,156.30,12,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10645348,2,"Saturday, January 26, 2013 10:19:00 UTC",63.3323,-145.2315,1.5,3.40,16,"Central Alaska"
ak,10647286,2,"Saturday, January 26, 2013 10:18:09 UTC",51.7017,-178.4826,2.1,31.90, 8,"Andreanof Islands, Aleutian Islands, Alaska"
hv,60458951,1,"Saturday, January 26, 2013 10:12:19 UTC",19.3815,-155.2430,1.8,2.10,11,"Island of Hawaii, Hawaii"
hv,60458946,1,"Saturday, January 26, 2013 10:12:06 UTC",19.3770,-155.2420,1.7,2.50,16,"Island of Hawaii, Hawaii"
hv,60458941,1,"Saturday, January 26, 2013 10:11:59 UTC",19.3768,-155.2388,1.8,3.20,10,"Island of Hawaii, Hawaii"
hv,60458936,2,"Saturday, January 26, 2013 10:11:03 UTC",19.3783,-155.2393,2.1,2.20,14,"Island of Hawaii, Hawaii"
hv,60458931,2,"Saturday, January 26, 2013 10:08:41 UTC",19.3818,-155.2363,2.9,0.10,25,"Island of Hawaii, Hawaii"
hv,60458926,5,"Saturday, January 26, 2013 10:08:33 UTC",19.3780,-155.2417,2.1,2.70,36,"Island of Hawaii, Hawaii"
uw,60497597,3,"Saturday, January 26, 2013 10:06:52 UTC",48.2052,-121.7630,1.8,9.60,27,"Washington"
ak,10645333,2,"Saturday, January 26, 2013 10:06:44 UTC",63.9286,-148.9468,1.4,0.00,12,"Central Alaska"
ak,10645329,2,"Saturday, January 26, 2013 09:57:18 UTC",60.0229,-152.6974,2.4,96.00,49,"Southern Alaska"
nn,00400957,9,"Saturday, January 26, 2013 09:44:06 UTC",38.5611,-119.6157,1.3,12.00, 4,"Northern California"
